complex type	sequence id	index	ortholog
nuclear origin of replication recognition complex	Schizosaccharomyces_pombe@Seq_1710	121_1709	OG1973
nuclear origin of replication recognition complex	Schizosaccharomyces_pombe@Seq_1974	121_1973	OG4076
nuclear origin of replication recognition complex	Schizosaccharomyces_pombe@Seq_3508	121_3507	OG3684
nuclear origin of replication recognition complex	Schizosaccharomyces_pombe@Seq_4113	121_4112	OG4420
nuclear origin of replication recognition complex	Schizosaccharomyces_pombe@Seq_635	121_634	OG4384
nuclear pore	Schizosaccharomyces_pombe@Seq_1004	121_1003	OG4621
nuclear pore	Schizosaccharomyces_pombe@Seq_1027	121_1026	OG1372
nuclear pore	Schizosaccharomyces_pombe@Seq_1054	121_1053	OG110921
nuclear pore	Schizosaccharomyces_pombe@Seq_1094	121_1093	OG2179
nuclear pore	Schizosaccharomyces_pombe@Seq_1112	121_1111	OG2862
nuclear pore	Schizosaccharomyces_pombe@Seq_1116	121_1115	OG4666
nuclear pore	Schizosaccharomyces_pombe@Seq_117	121_116	OG2626
nuclear pore	Schizosaccharomyces_pombe@Seq_1210	121_1209	OG4525
nuclear pore	Schizosaccharomyces_pombe@Seq_1252	121_1251	OG3553
nuclear pore	Schizosaccharomyces_pombe@Seq_1265	121_1264	OG1750
nuclear pore	Schizosaccharomyces_pombe@Seq_1427	121_1426	OG1806
nuclear pore	Schizosaccharomyces_pombe@Seq_159	121_158	OG3272
nuclear pore	Schizosaccharomyces_pombe@Seq_1609	121_1608	OG1890
nuclear pore	Schizosaccharomyces_pombe@Seq_1880	121_1879	OG4442
nuclear pore	Schizosaccharomyces_pombe@Seq_1938	121_1937	OG2697
nuclear pore	Schizosaccharomyces_pombe@Seq_1949	121_1948	OG3193
nuclear pore	Schizosaccharomyces_pombe@Seq_2121	121_2120	OG2771
nuclear pore	Schizosaccharomyces_pombe@Seq_2319	121_2318	OG1627
nuclear pore	Schizosaccharomyces_pombe@Seq_2341	121_2340	OG7537
nuclear pore	Schizosaccharomyces_pombe@Seq_2389	121_2388	OG139138
nuclear pore	Schizosaccharomyces_pombe@Seq_2467	121_2466	OG1536
nuclear pore	Schizosaccharomyces_pombe@Seq_2573	121_2572	OG3968
nuclear pore	Schizosaccharomyces_pombe@Seq_2700	121_2699	OG3512
nuclear pore	Schizosaccharomyces_pombe@Seq_2924	121_2923	OG2830
nuclear pore	Schizosaccharomyces_pombe@Seq_3014	121_3013	OG1740
nuclear pore	Schizosaccharomyces_pombe@Seq_3027	121_3026	OG2595
nuclear pore	Schizosaccharomyces_pombe@Seq_3174	121_3173	OG2333
nuclear pore	Schizosaccharomyces_pombe@Seq_3362	121_3361	OG2689
nuclear pore	Schizosaccharomyces_pombe@Seq_34	121_33	OG2875
nuclear pore	Schizosaccharomyces_pombe@Seq_3483	121_3482	OG3379
nuclear pore	Schizosaccharomyces_pombe@Seq_3586	121_3585	OG1484
nuclear pore	Schizosaccharomyces_pombe@Seq_3833	121_3832	OG105512
nuclear pore	Schizosaccharomyces_pombe@Seq_398	121_397	OG2597
nuclear pore	Schizosaccharomyces_pombe@Seq_4010	121_4009	OG2771
nuclear pore	Schizosaccharomyces_pombe@Seq_4109	121_4108	OG3695
nuclear pore	Schizosaccharomyces_pombe@Seq_4145	121_4144	OG12954
nuclear pore	Schizosaccharomyces_pombe@Seq_4497	121_4496	OG2517
nuclear pore	Schizosaccharomyces_pombe@Seq_450	121_449	OG42575
nuclear pore	Schizosaccharomyces_pombe@Seq_4547	121_4546	OG1484
nuclear pore	Schizosaccharomyces_pombe@Seq_4582	121_4581	OG103687
nuclear pore	Schizosaccharomyces_pombe@Seq_469	121_468	OG70127
nuclear pore	Schizosaccharomyces_pombe@Seq_4924	121_4923	OG1797
nuclear pore	Schizosaccharomyces_pombe@Seq_4954	121_4953	OG232498
nuclear pore	Schizosaccharomyces_pombe@Seq_5058	121_5057	OG3379
nuclear pore	Schizosaccharomyces_pombe@Seq_6	121_5	OG1789
nuclear pore	Schizosaccharomyces_pombe@Seq_625	121_624	OG2829
nuclear pore	Schizosaccharomyces_pombe@Seq_688	121_687	OG6984
nuclear pore	Schizosaccharomyces_pombe@Seq_709	121_708	OG2625
nuclear pore	Schizosaccharomyces_pombe@Seq_787	121_786	OG3342
nuclear pore central transport channel	Schizosaccharomyces_pombe@Seq_1210	121_1209	OG4525
nuclear pore central transport channel	Schizosaccharomyces_pombe@Seq_2700	121_2699	OG3512
nuclear pore cytoplasmic filaments	Schizosaccharomyces_pombe@Seq_1210	121_1209	OG4525
nuclear pore cytoplasmic filaments	Schizosaccharomyces_pombe@Seq_4145	121_4144	OG12954
nuclear pore linkers	Schizosaccharomyces_pombe@Seq_4145	121_4144	OG12954
nuclear pore nuclear basket	Schizosaccharomyces_pombe@Seq_2389	121_2388	OG139138
nuclear pore nuclear basket	Schizosaccharomyces_pombe@Seq_2700	121_2699	OG3512
nuclear pore nuclear basket	Schizosaccharomyces_pombe@Seq_4954	121_4953	OG232498
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_1116	121_1115	OG4666
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_3174	121_3173	OG2333
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_34	121_33	OG2875
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_3483	121_3482	OG3379
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_398	121_397	OG2597
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_469	121_468	OG70127
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_5058	121_5057	OG3379
nuclear pore outer ring	Schizosaccharomyces_pombe@Seq_787	121_786	OG3342
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_1182	121_1181	OG1830
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_1298	121_1297	OG2191
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_1597	121_1596	OG26591
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_1710	121_1709	OG1973
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_1974	121_1973	OG4076
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_2292	121_2291	OG2003
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_3508	121_3507	OG3684
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_3855	121_3854	OG1049
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_4113	121_4112	OG4420
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_4301	121_4300	OG2001
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_4631	121_4630	OG120446
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_4797	121_4796	OG1893
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_635	121_634	OG4384
nuclear pre-replicative complex	Schizosaccharomyces_pombe@Seq_930	121_929	OG2034
nuclear proteasome complex	Schizosaccharomyces_pombe@Seq_17	121_16	OG2108
nuclear proteasome complex	Schizosaccharomyces_pombe@Seq_2881	121_2880	OG4994
nuclear proteasome complex	Schizosaccharomyces_pombe@Seq_4326	121_4325	OG2079
nuclear proteasome complex	Schizosaccharomyces_pombe@Seq_4458	121_4457	OG2570
nuclear telomere cap complex	Schizosaccharomyces_pombe@Seq_5018	121_5017	OG7748
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_1144	121_1143	OG2237
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_1367	121_1366	OG4870
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_1957	121_1956	OG2398
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_2473	121_2472	OG221124
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_3305	121_3304	OG4111
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_3497	121_3496	OG114620
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_3545	121_3544	OG123304
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_3597	121_3596	OG2244
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_4807	121_4806	OG4119
nucleolar ribonuclease P complex	Schizosaccharomyces_pombe@Seq_514	121_513	OG68718
nucleotide-activated protein kinase complex	Schizosaccharomyces_pombe@Seq_263	121_262	OG2168
nucleotide-activated protein kinase complex	Schizosaccharomyces_pombe@Seq_3621	121_3620	OG3582
nucleotide-activated protein kinase complex	Schizosaccharomyces_pombe@Seq_3780	121_3779	OG3097
nucleotide-excision repair factor 1 complex	Schizosaccharomyces_pombe@Seq_4221	121_4220	OG3166
nucleotide-excision repair factor 1 complex	Schizosaccharomyces_pombe@Seq_643	121_642	OG2119
nucleotide-excision repair factor 3 complex	Schizosaccharomyces_pombe@Seq_1324	121_1323	OG2341
nucleotide-excision repair factor 3 complex	Schizosaccharomyces_pombe@Seq_1716	121_1715	OG2328
nucleotide-excision repair factor 3 complex	Schizosaccharomyces_pombe@Seq_3047	121_3046	OG2500
nucleotide-excision repair factor 3 complex	Schizosaccharomyces_pombe@Seq_3393	121_3392	OG1006
nucleotide-excision repair factor 3 complex	Schizosaccharomyces_pombe@Seq_3814	121_3813	OG1888
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_2273	121_2272	OG2240
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_2656	121_2655	OG103299
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_2764	121_2763	OG3152
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_2827	121_2826	OG1805
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_3570	121_3569	OG1082
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_4291	121_4290	OG2205
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_544	121_543	OG95322
oligosaccharyltransferase complex	Schizosaccharomyces_pombe@Seq_610	121_609	OG2541
phenylalanine-tRNA ligase complex	Schizosaccharomyces_pombe@Seq_32	121_31	OG2014
phenylalanine-tRNA ligase complex	Schizosaccharomyces_pombe@Seq_3660	121_3659	OG1856
phosphatidylinositol 3-kinase complex	Schizosaccharomyces_pombe@Seq_3038	121_3037	OG5156
phosphatidylinositol 3-kinase complex	Schizosaccharomyces_pombe@Seq_4743	121_4742	OG1663
phosphatidylinositol 3-kinase complex	Schizosaccharomyces_pombe@Seq_742	121_741	OG3258
phosphatidylinositol 3-kinase complex, class III, type I	Schizosaccharomyces_pombe@Seq_3371	121_3370	OG217998
phosphatidylinositol 3-kinase complex, class III, type I	Schizosaccharomyces_pombe@Seq_4850	121_4849	OG4322
phospholipid-translocating ATPase complex	Schizosaccharomyces_pombe@Seq_1233	121_1232	OG1135
phospholipid-translocating ATPase complex	Schizosaccharomyces_pombe@Seq_284	121_283	OG1008
phospholipid-translocating ATPase complex	Schizosaccharomyces_pombe@Seq_3488	121_3487	OG1008
phospholipid-translocating ATPase complex	Schizosaccharomyces_pombe@Seq_3985	121_3984	OG1135
plus-end kinesin complex	Schizosaccharomyces_pombe@Seq_2811	121_2810	OG2729
plus-end kinesin complex	Schizosaccharomyces_pombe@Seq_3803	121_3802	OG2729
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1092	121_1091	OG1002
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_111	121_110	OG1538
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1217	121_1216	OG4627
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1255	121_1254	OG3916
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1376	121_1375	OG3004
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1428	121_1427	OG2733
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1691	121_1690	OG2650
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1729	121_1728	OG4410
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1967	121_1966	OG4163
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2014	121_2013	OG2975
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2044	121_2043	OG3229
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2198	121_2197	OG4586
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2511	121_2510	OG1004
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2623	121_2622	OG8227
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2628	121_2627	OG5513
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2630	121_2629	OG4830
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2646	121_2645	OG8045
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_2989	121_2988	OG1006
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3065	121_3064	OG1790
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3135	121_3134	OG4600
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_334	121_333	OG1025
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3426	121_3425	OG5789
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3576	121_3575	OG4990
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3605	121_3604	OG2905
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3957	121_3956	OG5512
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4227	121_4226	OG3543
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4278	121_4277	OG1651
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4351	121_4350	OG11077
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4385	121_4384	OG3454
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4409	121_4408	OG11077
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4467	121_4466	OG1004
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4656	121_4655	OG3781
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_474	121_473	OG3852
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4933	121_4932	OG5282
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_4938	121_4937	OG1592
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_5090	121_5089	OG3664
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_5131	121_5130	OG3223
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_551	121_550	OG4987
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_613	121_612	OG3741
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_67	121_66	OG2322
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_814	121_813	OG3423
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_825	121_824	OG4013
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_871	121_870	OG5197
post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_873	121_872	OG7653
prefoldin complex	Schizosaccharomyces_pombe@Seq_2109	121_2108	OG3667
prefoldin complex	Schizosaccharomyces_pombe@Seq_2570	121_2569	OG2712
prefoldin complex	Schizosaccharomyces_pombe@Seq_3546	121_3545	OG186175
prefoldin complex	Schizosaccharomyces_pombe@Seq_4597	121_4596	OG3224
prefoldin complex	Schizosaccharomyces_pombe@Seq_4697	121_4696	OG3340
prefoldin complex	Schizosaccharomyces_pombe@Seq_553	121_552	OG4343
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_2095	121_2094	OG2548
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_3106	121_3105	OG4138
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_321	121_320	OG3217
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_37	121_36	OG2295
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_3813	121_3812	OG2088
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_4086	121_4085	OG3524
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_4204	121_4203	OG1587
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_4581	121_4580	OG2151
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_5118	121_5117	OG89370
preribosome, small subunit precursor	Schizosaccharomyces_pombe@Seq_843	121_842	OG3462
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_1683	121_1682	OG2558
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_2414	121_2413	OG2187
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_3460	121_3459	OG2459
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_4275	121_4274	OG2825
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_4470	121_4469	OG2355
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_4512	121_4511	OG2223
proteasome core complex, alpha-subunit complex	Schizosaccharomyces_pombe@Seq_4920	121_4919	OG3947
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_2071	121_2070	OG2953
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_2232	121_2231	OG2236
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_2612	121_2611	OG1198
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_360	121_359	OG2390
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_567	121_566	OG3655
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_621	121_620	OG2696
proteasome core complex, beta-subunit complex	Schizosaccharomyces_pombe@Seq_686	121_685	OG2485
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_2322	121_2321	OG2130
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_2842	121_2841	OG2948
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_2929	121_2928	OG2212
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_3406	121_3405	OG1984
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_4075	121_4074	OG2513
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_4181	121_4180	OG2069
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_4326	121_4325	OG2079
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_5124	121_5123	OG2070
proteasome regulatory particle, base subcomplex	Schizosaccharomyces_pombe@Seq_566	121_565	OG2419
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_1312	121_1311	OG3155
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_148	121_147	OG160965
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_1552	121_1551	OG3373
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_1687	121_1686	OG2617
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_17	121_16	OG2108
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_2202	121_2201	OG2323
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_256	121_255	OG3373
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_3272	121_3271	OG4120
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_4075	121_4074	OG2513
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_4458	121_4457	OG2570
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_608	121_607	OG2706
proteasome regulatory particle, lid subcomplex	Schizosaccharomyces_pombe@Seq_710	121_709	OG2230
protein farnesyltransferase complex	Schizosaccharomyces_pombe@Seq_2529	121_2528	OG2682
protein farnesyltransferase complex	Schizosaccharomyces_pombe@Seq_3218	121_3217	OG3200
protein histidine kinase complex	Schizosaccharomyces_pombe@Seq_1613	121_1612	OG9783
protein histidine kinase complex	Schizosaccharomyces_pombe@Seq_3882	121_3881	OG9783
protein kinase CK2 complex	Schizosaccharomyces_pombe@Seq_1174	121_1173	OG1845
protein kinase CK2 complex	Schizosaccharomyces_pombe@Seq_2816	121_2815	OG2171
protein kinase CK2 complex	Schizosaccharomyces_pombe@Seq_296	121_295	OG3615
protein phosphatase 4 complex	Schizosaccharomyces_pombe@Seq_2446	121_2445	OG4589
protein phosphatase 4 complex	Schizosaccharomyces_pombe@Seq_829	121_828	OG3053
protein phosphatase type 1 complex	Schizosaccharomyces_pombe@Seq_1507	121_1506	OG8770
protein phosphatase type 1 complex	Schizosaccharomyces_pombe@Seq_2055	121_2054	OG1452
protein phosphatase type 1 complex	Schizosaccharomyces_pombe@Seq_4357	121_4356	OG1452
protein phosphatase type 1 complex	Schizosaccharomyces_pombe@Seq_4660	121_4659	OG3661
replication fork protection complex	Schizosaccharomyces_pombe@Seq_1419	121_1418	OG11706
replication fork protection complex	Schizosaccharomyces_pombe@Seq_3358	121_3357	OG2178
replication fork protection complex	Schizosaccharomyces_pombe@Seq_4750	121_4749	OG8885
retromer complex	Schizosaccharomyces_pombe@Seq_1135	121_1134	OG4133
retromer complex	Schizosaccharomyces_pombe@Seq_2299	121_2298	OG1939
retromer complex	Schizosaccharomyces_pombe@Seq_4335	121_4334	OG3175
retromer complex	Schizosaccharomyces_pombe@Seq_4673	121_4672	OG1735
retromer complex	Schizosaccharomyces_pombe@Seq_631	121_630	OG2723
riboflavin synthase complex	Schizosaccharomyces_pombe@Seq_2868	121_2867	OG4010
ribonuclease H2 complex	Schizosaccharomyces_pombe@Seq_1316	121_1315	OG7419
ribonuclease H2 complex	Schizosaccharomyces_pombe@Seq_402	121_401	OG7647
ribonuclease H2 complex	Schizosaccharomyces_pombe@Seq_425	121_424	OG4137
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_1144	121_1143	OG2237
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_1367	121_1366	OG4870
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_1957	121_1956	OG2398
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_2473	121_2472	OG221124
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_3497	121_3496	OG114620
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_3545	121_3544	OG123304
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_3597	121_3596	OG2244
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_4106	121_4105	OG221170
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_4807	121_4806	OG4119
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_4887	121_4886	OG1419
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_514	121_513	OG68718
ribonuclease MRP complex	Schizosaccharomyces_pombe@Seq_995	121_994	OG3619
ribonuclease P complex	Schizosaccharomyces_pombe@Seq_1144	121_1143	OG2237
ribonucleoside-diphosphate reductase complex	Schizosaccharomyces_pombe@Seq_4164	121_4163	OG1487
ribonucleoside-diphosphate reductase complex	Schizosaccharomyces_pombe@Seq_4277	121_4276	OG1070
separase-securin complex	Schizosaccharomyces_pombe@Seq_2270	121_2269	OG1826
separase-securin complex	Schizosaccharomyces_pombe@Seq_2762	121_2761	OG183091
shelterin complex	Schizosaccharomyces_pombe@Seq_1086	121_1085	OG13058
shelterin complex	Schizosaccharomyces_pombe@Seq_1546	121_1545	OG77738
shelterin complex	Schizosaccharomyces_pombe@Seq_2272	121_2271	OG120741
shelterin complex	Schizosaccharomyces_pombe@Seq_4413	121_4412	OG107374
shelterin complex	Schizosaccharomyces_pombe@Seq_4715	121_4714	OG195245
shelterin complex	Schizosaccharomyces_pombe@Seq_5063	121_5062	OG227511
signal peptidase complex	Schizosaccharomyces_pombe@Seq_3859	121_3858	OG2743
signal peptidase complex	Schizosaccharomyces_pombe@Seq_4829	121_4828	OG4036
signal peptidase complex	Schizosaccharomyces_pombe@Seq_609	121_608	OG25294
signal peptidase complex	Schizosaccharomyces_pombe@Seq_952	121_951	OG2107
signal recognition particle receptor complex	Schizosaccharomyces_pombe@Seq_4319	121_4318	OG3261
signal recognition particle receptor complex	Schizosaccharomyces_pombe@Seq_4956	121_4955	OG3743
signal recognition particle, endoplasmic reticulum targeting	Schizosaccharomyces_pombe@Seq_1018	121_1017	OG2686
signal recognition particle, endoplasmic reticulum targeting	Schizosaccharomyces_pombe@Seq_2430	121_2429	OG4169
signal recognition particle, endoplasmic reticulum targeting	Schizosaccharomyces_pombe@Seq_4740	121_4739	OG2289
signal recognition particle, endoplasmic reticulum targeting	Schizosaccharomyces_pombe@Seq_4871	121_4870	OG13080
signal recognition particle, endoplasmic reticulum targeting	Schizosaccharomyces_pombe@Seq_702	121_701	OG194648
signal recognition particle, endoplasmic reticulum targeting	Schizosaccharomyces_pombe@Seq_713	121_712	OG3315
single-stranded DNA-dependent ATP-dependent DNA helicase complex	Schizosaccharomyces_pombe@Seq_1856	121_1855	OG2575
single-stranded DNA-dependent ATP-dependent DNA helicase complex	Schizosaccharomyces_pombe@Seq_286	121_285	OG31801
small-subunit processome	Schizosaccharomyces_pombe@Seq_127	121_126	OG1868
small-subunit processome	Schizosaccharomyces_pombe@Seq_1329	121_1328	OG1860
small-subunit processome	Schizosaccharomyces_pombe@Seq_1358	121_1357	OG3358
small-subunit processome	Schizosaccharomyces_pombe@Seq_1394	121_1393	OG1459
small-subunit processome	Schizosaccharomyces_pombe@Seq_16	121_15	OG2750
small-subunit processome	Schizosaccharomyces_pombe@Seq_1607	121_1606	OG2923
small-subunit processome	Schizosaccharomyces_pombe@Seq_1826	121_1825	OG2978
small-subunit processome	Schizosaccharomyces_pombe@Seq_2179	121_2178	OG2201
small-subunit processome	Schizosaccharomyces_pombe@Seq_2249	121_2248	OG1946
small-subunit processome	Schizosaccharomyces_pombe@Seq_2264	121_2263	OG1796
small-subunit processome	Schizosaccharomyces_pombe@Seq_2518	121_2517	OG2553
small-subunit processome	Schizosaccharomyces_pombe@Seq_2533	121_2532	OG2137
small-subunit processome	Schizosaccharomyces_pombe@Seq_2566	121_2565	OG2027
small-subunit processome	Schizosaccharomyces_pombe@Seq_2578	121_2577	OG1882
small-subunit processome	Schizosaccharomyces_pombe@Seq_2791	121_2790	OG1831
small-subunit processome	Schizosaccharomyces_pombe@Seq_2871	121_2870	OG195775
small-subunit processome	Schizosaccharomyces_pombe@Seq_2896	121_2895	OG1626
small-subunit processome	Schizosaccharomyces_pombe@Seq_3098	121_3097	OG3824
small-subunit processome	Schizosaccharomyces_pombe@Seq_3108	121_3107	OG3360
small-subunit processome	Schizosaccharomyces_pombe@Seq_321	121_320	OG3217
small-subunit processome	Schizosaccharomyces_pombe@Seq_3409	121_3408	OG164687
small-subunit processome	Schizosaccharomyces_pombe@Seq_355	121_354	OG1614
small-subunit processome	Schizosaccharomyces_pombe@Seq_3601	121_3600	OG2527
small-subunit processome	Schizosaccharomyces_pombe@Seq_3696	121_3695	OG1942
small-subunit processome	Schizosaccharomyces_pombe@Seq_3935	121_3934	OG2583
small-subunit processome	Schizosaccharomyces_pombe@Seq_4117	121_4116	OG2338
small-subunit processome	Schizosaccharomyces_pombe@Seq_416	121_415	OG2401
small-subunit processome	Schizosaccharomyces_pombe@Seq_4204	121_4203	OG1587
