"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"	"Accession-1"	"Accession-2"
G3O-32730	"YMR025W"	323300	324187	G3O-32730-MONOMER	""	""		"YMR025W"	
G3O-34351	"YPL257W-B"	56748	62016	G3O-34351-RNA	""	""		"YPL257W-B"	
G3O-33888	"YOL103W-B"	118000	123268	G3O-33888-RNA	""	""		"YOL103W-B"	
G3O-29169	"YBR238C"	695107	697302	G3O-29169-MONOMER	""	""		"YBR238C"	
G3O-33402	"YNL284C-A"	100910	102232	G3O-33402-RNA	""	""		"YNL284C-A"	
G3O-33015	"snR75"	297918	298006	G3O-33015-RNA	""	""		"snR75"	
G3O-33216	"YNL210W"	250931	251743	G3O-33216-MONOMER	""	""		"YNL210W"	
G3O-32567	"YLR410W-A"	941483	942799	G3O-32567-RNA	""	""		"YLR410W-A"	
G3O-32101	"MAL4"			G3O-32101-RNA	""	""		"MAL4"	
G3O-30707	"YGL233W"	59122	61854	G3O-30707-MONOMER	""	""		"YGL233W"	
G3O-31567	"YJL113W"	198678	203325	G3O-31567-RNA	""	""		"YJL113W"	
G3O-31008	"snR82"	316788	317055	G3O-31008-RNA	""	""		"snR82"	
G3O-33728	"YOR230W"	770800	772113	G3O-33728-MONOMER	""	""		"YOR230W"	
G3O-30954	"snR7-L"	939459	939672	G3O-30954-RNA	""	""		"snR7-L"	
G3O-30360	"RPR1"	117667	118035	G3O-30360-RNA	""	""		"RPR1"	
G3O-31203	"YHR169W"	442181	443476	G3O-31203-MONOMER	""	""		"YHR169W"	
G3O-30097	"YDR261C-C"	991027	992349	G3O-30097-RNA	""	""		"YDR261C-C"	
G3O-29285	"YCL020W"	85102	86418	G3O-29285-RNA	""	""		"YCL020W"	
G3O-29746	"YDR152W"	765706	766503	G3O-29746-MONOMER	""	""		"YDR152W"	
G3O-28872	"YAR010C"	164544	165866	G3O-28872-RNA	""	""		"YAR010C"	
G3O-42693	"ZOD1"	91970	92027	G3O-42693-RNA	""	""		"ZOD1"	
G3O-34205	"YPR052C"	665693	665974	G3O-34205-MONOMER	""	""		"YPR052C"	
G3O-34330	"snR45"	821732	821903	G3O-34330-RNA	""	""		"snR45"	
G3O-33884	"snR35"	759326	759529	G3O-33884-RNA	""	""		"snR35"	
G3O-31699	"YJR066W"	559416	566828	G3O-31699-MONOMER	PWY3O-242 // PWY-6352	1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN		"YJR066W"	
G3O-33398	"snR19"	230105	230672	G3O-33398-RNA	""	""		"snR19"	
G3O-33012	"snR72"	298554	298651	G3O-33012-RNA	""	""		"snR72"	
YGR208W	"YGR208W"	911883	912812	YGR208W-MONOMER	SER-GLYSYN-PWY // SERSYN-PWY	PSERPHOSPHA-RXN // RXN0-5114		"YGR208W"	
G3O-32564	"YLR227W-A"	593438	594760	G3O-32564-RNA	""	""		"YLR227W-A"	
G3O-32073	"snR69"	364776	364876	G3O-32073-RNA	""	""		"snR69"	
G3O-30219	"YER038C"	226858	228252	G3O-30219-MONOMER	""	""		"YER038C"	
G3O-31477	"STA1"			G3O-31477-RNA	""	""		"STA1"	
G3O-31003	"YGR038C-A"	566145	567467	G3O-31003-RNA	""	""		"YGR038C-A"	
G3O-32194	"YLR035C"	212369	214456	G3O-32194-MONOMER	""	""		"YLR035C"	
G3O-30524	"RUF22"	199299	199813	G3O-30524-RNA	""	""		"RUF22"	
G3O-30357	"snR52"	431129	431220	G3O-30357-RNA	""	""		"snR52"	
G3O-32712	"YMR001C"	269019	271136	G3O-32712-MONOMER	""	""		"YMR001C"	
G3O-30094	"YDR098C-B"	645858	651126	G3O-30094-RNA	""	""		"YDR098C-B"	
G3O-29271	"MEL1"			G3O-29271-RNA	""	""		"MEL1"	
G3O-29150	"YBR213W"	650368	651192	G3O-29150-MONOMER	PWY-5194	SIROHEME-FERROCHELAT-RXN // DIMETHUROPORDEHYDROG-RXN		"YBR213W"	
G3O-42688	"RME3"	33109	35013	G3O-42688-RNA	""	""		"RME3"	
G3O-34327	"snR51"	718700	718806	G3O-34327-RNA	""	""		"snR51"	
G3O-33196	"YNL185C"	292193	292669	G3O-33196-MONOMER	""	""		"YNL185C"	
G3O-33881	"snR9"	407948	408134	G3O-33881-RNA	""	""		"snR9"	
G3O-33041	"RNA170"	667288	667456	G3O-33041-RNA	""	""		"RNA170"	
G3O-30690	"YGL213C"	90054	91247	G3O-30690-MONOMER	""	""		"YGL213C"	
G3O-32756	"YMR051C"	377003	378325	G3O-32756-RNA	""	""		"YMR051C"	
G3O-32561	"snR79"	348427	348510	G3O-32561-RNA	""	""		"snR79"	
G3O-33709	"YOR205C"	725564	727234	G3O-33709-MONOMER	""	""		"YOR205C"	
G3O-31775	"snR190"	139761	139950	G3O-31775-RNA	""	""		"snR190"	
G3O-31279	"SUC7"			G3O-31279-RNA	""	""		"SUC7"	
G3O-29640	"YDR023W"	489508	490896	G3O-29640-MONOMER	TRNA-CHARGING-PWY	SERINE--TRNA-LIGASE-RXN // RXN0-2161		"YDR023W"	
G3O-31000	"YGR161W-B"	811738	817051	G3O-31000-RNA	""	""		"YGR161W-B"	
G3O-30521	"MEL7"			G3O-30521-RNA	""	""		"MEL7"	
G3O-31187	"YHR152W"	401434	401955	G3O-31187-MONOMER	""	""		"YHR152W"	
G3O-30130	"ENA6"			G3O-30130-RNA	""	""		"ENA6"	
G3O-30091	"YDR034C-C"	518040	519356	G3O-30091-RNA	""	""		"YDR034C-C"	
G3O-29728	"YDR129C"	713340	715379	G3O-29728-MONOMER	""	""		"YDR129C"	
G3O-29232	"LSR1"	680688	681862	G3O-29232-RNA	""	""		"LSR1"	
G3O-34359	"snR17b"	281056	281517	G3O-34359-RNA	""	""		"snR17b"	
G3O-34189	"YPR030W"	627880	631245	G3O-34189-MONOMER	""	""		"YPR030W"	
G3O-33917	"MEL8"			G3O-33917-RNA	""	""		"MEL8"	
G3O-33857	"snR62"	409765	409864	G3O-33857-RNA	""	""		"snR62"	
G3O-31681	"YJR046W"	522048	523862	G3O-31681-MONOMER	""	""		"YJR046W"	
G3O-33038	"SUC4"			G3O-33038-RNA	""	""		"SUC4"	
G3O-32750	"YMR045C"	357359	362627	G3O-32750-RNA	""	""		"YMR045C"	
YGR030C	"YGR030C"	545681	546157	YGR030C-MONOMER	""	RXN0-6480 // 3.1.26.5-RXN		"YGR030C"	
G3O-32535	"snR34"	899180	899382	G3O-32535-RNA	""	""		"snR34"	
G3O-31772	"snR3"	663749	663942	G3O-31772-RNA	""	""		"snR3"	
G3O-30202	"YER017C"	189503	191788	G3O-30202-MONOMER	""	""		"YER017C"	
G3O-31262	"YHR214C-C"	547910	549346	G3O-31262-RNA	""	""		"YHR214C-C"	
G3O-30997	"YGR161C-C"	821693	823015	G3O-30997-RNA	""	""		"YGR161C-C"	
G3O-32175	"YLR014C"	172268	174982	G3O-32175-MONOMER	""	""		"YLR014C"	
G3O-30399	"snR80"	52150	52320	G3O-30399-RNA	""	""		"snR80"	
G3O-30113	"snR84"	1492477	1493026	G3O-30113-RNA	""	""		"snR84"	
YPL268W	"YPL268W"	35236	37845	YPL268W-MONOMER	LIPASYN-PWY-1 // PWY3O-402 // PWY-6351	RXN-13334 // 3.1.4.11-RXN		"YPL268W"	
G3O-30054	"snR13"	1402919	1403042	G3O-30054-RNA	""	""		"snR13"	
G3O-29226	"YBR012W-A"	259869	261191	G3O-29226-RNA	""	""		"YBR012W-A"	
G3O-32692	"YML109W"	51640	54468	G3O-32692-MONOMER	""	""		"YML109W"	
G3O-32353	"YLR248W"	634252	636084	G3O-32353-MONOMER	""	PROTEIN-KINASE-RXN		"YLR248W"	
G3O-34355	"YPR158C-D"	850989	856257	G3O-34355-RNA	""	""		"YPR158C-D"	
G3O-33892	"YOR192C-B"	704419	709732	G3O-33892-RNA	""	""		"YOR192C-B"	
G3O-29133	"YBR191W"	606270	607140	G3O-29133-MONOMER	""	""		"YBR191W"	
G3O-32868	"YMR180C"	622251	623213	G3O-32868-MONOMER	""	""		"YMR180C"	
G3O-33417	"snR191"	721938	722211	G3O-33417-RNA	""	""		"snR191"	
G3O-33019	"YML045W-A"	184461	185783	G3O-33019-RNA	""	""		"YML045W-A"	
G3O-33178	"YNL162W"	331322	332154	G3O-33178-MONOMER	""	""		"YNL162W"	
G3O-29347	"YCR033W"	186489	190169	G3O-29347-MONOMER	""	""		"YCR033W"	
G3O-32638	"YML039W"	196628	201896	G3O-32638-RNA	""	""		"YML039W"	
G3O-32521	"snR57"	794937	795024	G3O-32521-RNA	""	""		"snR57"	
G3O-30673	"YGL192W"	142246	144048	G3O-30673-MONOMER	""	2.1.1.62-RXN		"YGL192W"	
G3O-33344	"YNR034W"	690321	691286	G3O-33344-MONOMER	PENTOSE-P-PWY // OXIDATIVEPENT-PWY	6PGLUCONOLACT-RXN		"YNR034W"	
G3O-31666	"YJR028W"	478344	479666	G3O-31666-RNA	""	""		"YJR028W"	
G3O-31259	"snR32"	381540	381727	G3O-31259-RNA	""	""		"snR32"	
G3O-33692	"YOR181W"	675939	677840	G3O-33692-MONOMER	""	""		"YOR181W"	
G3O-30847	"YGR143W"	775193	777508	G3O-30847-MONOMER	""	""		"YGR143W"	
G3O-30994	"snR39B"	366374	366469	G3O-30994-RNA	""	""		"snR39B"	
G3O-30388	"YER137C-A"	447702	449024	G3O-30388-RNA	""	""		"YER137C-A"	
G3O-29623	"YDL248W"	1802	2953	G3O-29623-MONOMER	""	""		"YDL248W"	
G3O-33908	"YOR161C-C"	639121	639267	G3O-33908-MONOMER	""	""		"YOR161C-C"	
G3O-30104	"YDR365W-B"	1206997	1212265	G3O-30104-RNA	""	""		"YDR365W-B"	
G3O-30101	"YDR316W-A"	1096064	1097386	G3O-30101-RNA	""	""		"YDR316W-A"	
G3O-31168	"YHR129C"	362999	364153	G3O-31168-MONOMER	""	""		"YHR129C"	
G3O-31371	"YIL118W"	139752	140447	G3O-31371-MONOMER	""	""		"YIL118W"	
G3O-29418	"snR189"	178610	178798	G3O-29418-RNA	""	""		"snR189"	
G3O-29220	"YBL005W-B"	221330	226598	G3O-29220-RNA	""	""		"YBL005W-B"	
G3O-29710	"YDR108W"	671269	673365	G3O-29710-MONOMER	""	""		"YDR108W"	
G3O-29874	"YDR316W"	1093763	1095178	G3O-29874-MONOMER	""	""		"YDR316W"	
G3O-34352	"YPR137C-A"	808947	810269	G3O-34352-RNA	""	""		"YPR137C-A"	
G3O-33889	"YOR142W-A"	595112	596434	G3O-33889-RNA	""	""		"YOR142W-A"	
G3O-34171	"YPR009W"	576552	577358	G3O-34171-MONOMER	""	""		"YPR009W"	
G3O-34379	"Q0085"	28487	29266	G3O-34379-MONOMER	""	ATPSYN-RXN		"Q0085"	
G3O-33403	"YNL284C-B"	96964	102232	G3O-33403-RNA	""	""		"YNL284C-B"	
G3O-33016	"snR76"	297725	297833	G3O-33016-RNA	""	""		"snR76"	
G3O-31659	"YJR014W"	461829	462425	G3O-31659-MONOMER	""	""		"YJR014W"	
G3O-31881	"YKL090W"	271878	273209	G3O-31881-MONOMER	""	""		"YKL090W"	
G3O-32568	"YLR410W-B"	941483	946796	G3O-32568-RNA	""	""		"YLR410W-B"	
G3O-32102	"MEL4"			G3O-32102-RNA	""	""		"MEL4"	
YGL142C	"YGL142C"	236269	238119	YGL142C-MONOMER	""	""		"YGL142C"	
YJR148W	"YJR148W"	705744	706874	YJR148W-MONOMER	PWY3O-4109 // PWY-5078 // ILEUSYN-PWY // PWY3O-4112 // LEUSYN-PWY // PWY-5076 // BRANCHED-CHAIN-AA-SYN-PWY // VALSYN-PWY // PWY-5057	BRANCHED-CHAINAMINOTRANSFERILEU-RXN // BRANCHED-CHAINAMINOTRANSFERLEU-RXN // BRANCHED-CHAINAMINOTRANSFERVAL-RXN		"YJR148W"	
G3O-31568	"YJL114W"	197915	198595	G3O-31568-RNA	""	""		"YJL114W"	
G3O-31022	"SUC1"			G3O-31022-RNA	""	""		"SUC1"	
G3O-30180	"YEL065W"	27657	29543	G3O-30180-MONOMER	""	""		"YEL065W"	
G3O-30354	"YER060W-A"	276572	278164	G3O-30354-MONOMER	""	""		"YER060W-A"	
G3O-30955	"snR7-S"	939494	939672	G3O-30955-RNA	""	""		"snR7-S"	
G3O-30361	"SCR1"	441987	442508	G3O-30361-RNA	""	""		"SCR1"	
G3O-32152	"YLL053C"	35503	35961	G3O-32152-MONOMER	""	""		"YLL053C"	
G3O-28850	"YAL042W"	61316	62563	G3O-28850-MONOMER	""	""		"YAL042W"	
G3O-30098	"YDR261C-D"	987534	992349	G3O-30098-RNA	""	""		"YDR261C-D"	
G3O-29402	"snR65"	177183	177282	G3O-29402-RNA	""	""		"snR65"	
YOR381W	"YOR381W"	1055545	1057680	YOR381W-MONOMER	PWY-6854	FERRIC-CHELATE-REDUCTASE-RXN // RXN0-6555 // RXN0-6941		"YOR381W"	
G3O-32334	"YLR220W"	576825	577793	G3O-32334-MONOMER	""	""		"YLR220W"	
G3O-28900	"snR18"	142367	142468	G3O-28900-RNA	""	""		"snR18"	
G3O-34349	"snR41"	719148	719242	G3O-34349-RNA	""	""		"snR41"	
G3O-32674	"YML085C"	97941	99400	G3O-32674-MONOMER	""	""		"YML085C"	
G3O-32849	"YMR159C"	574476	574928	G3O-32849-MONOMER	""	""		"YMR159C"	
G3O-33885	"snR36"	680685	680866	G3O-33885-RNA	""	""		"snR36"	
G3O-33399	"snR40"	89210	89306	G3O-33399-RNA	""	""		"snR40"	
G3O-29116	"YBR168W"	572371	573612	G3O-29116-MONOMER	""	""		"YBR168W"	
G3O-29328	"YCR011C"	133724	136873	G3O-29328-MONOMER	""	""		"YCR011C"	
G3O-33013	"snR73"	298307	298412	G3O-33013-RNA	""	""		"snR73"	
G3O-32565	"YLR227W-B"	593438	598706	G3O-32565-RNA	""	""		"YLR227W-B"	
G3O-33157	"YNL138W"	366741	368321	G3O-33157-MONOMER	""	""		"YNL138W"	
G3O-33324	"YNR006W"	636986	638854	G3O-33324-MONOMER	""	""		"YNR006W"	
G3O-32074	"snR42"	559016	559366	G3O-32074-RNA	""	""		"snR42"	
G3O-31479	"ICR1"	393884	397082	G3O-31479-RNA	""	""		"ICR1"	
G3O-30656	"YGL168W"	187464	187796	G3O-30656-MONOMER	""	""		"YGL168W"	
G3O-30827	"YGR120C"	730033	730821	G3O-30827-MONOMER	""	""		"YGR120C"	
G3O-31004	"YGR038C-B"	562199	567467	G3O-31004-RNA	""	""		"YGR038C-B"	
G3O-30525	"RUF23"	221714	221967	G3O-30525-RNA	""	""		"RUF23"	
G3O-33676	"YOR159C"	633282	633566	G3O-33676-MONOMER	""	""		"YOR159C"	
G3O-33841	"YOR373W"	1036834	1039389	G3O-33841-MONOMER	""	""		"YOR373W"	
G3O-30358	"snR53"	61699	61789	G3O-30358-RNA	""	""		"snR53"	
G3O-30095	"YDR210W-A"	872112	873428	G3O-30095-RNA	""	""		"YDR210W-A"	
G3O-29603	"YDL223C"	57265	60405	G3O-29603-MONOMER	""	""		"YDL223C"	
G3O-31354	"YIL095W"	183937	186369	G3O-31354-MONOMER	""	PROTEIN-KINASE-RXN		"YIL095W"	
G3O-29274	"snR161"	307185	307345	G3O-29274-RNA	""	""		"snR161"	
G3O-42689	"RME2"	141898	144120	G3O-42689-RNA	""	""		"RME2"	
G3O-31148	"YHR103W"	320414	322972	G3O-31148-MONOMER	""	""		"YHR103W"	
G3O-29857	"YDR295C"	1052623	1054647	G3O-29857-MONOMER	""	3.5.1.98-RXN		"YDR295C"	
G3O-34328	"snR59"	173827	173904	G3O-34328-RNA	""	""		"snR59"	
G3O-33882	"snR17a"	780107	780596	G3O-33882-RNA	""	""		"snR17a"	
G3O-29691	"YDR086C"	616928	617170	G3O-29691-MONOMER	""	""		"YDR086C"	
G3O-34319	"YPR199C"	938148	939032	G3O-34319-MONOMER	""	""		"YPR199C"	
G3O-33042	"snR86"	762110	763113	G3O-33042-RNA	""	""		"snR86"	
G3O-32987	"snR54"	163535	163620	G3O-32987-RNA	""	""		"snR54"	
G3O-34149	"YPL266W"	39121	40077	G3O-34149-MONOMER	""	""		"YPL266W"	
G3O-31860	"YKL062W"	323228	325120	G3O-31860-MONOMER	""	""		"YKL062W"	
G3O-32562	"YLR157C-A"	480279	481601	G3O-32562-RNA	""	""		"YLR157C-A"	
G3O-31812	"SUC8"			G3O-31812-RNA	""	""		"SUC8"	
G3O-31638	"YJL210W"	36919	37734	G3O-31638-MONOMER	""	""		"YJL210W"	
YJR009C	"YJR009C"	453683	454681	YJR009C-MONOMER	GLUCONEO-YEAST-PWY // GLYCOLYSIS-YEAST-PWY // ANAGLYCOLYSIS-PWY	1.2.1.9-RXN // GAPOXNPHOSPHN-RXN		"YJR009C"	
G3O-31457	"YIL082W-A"	205635	210132	G3O-31457-RNA	""	""		"YIL082W-A"	
G3O-31001	"YGR027W-A"	536057	537379	G3O-31001-RNA	""	""		"YGR027W-A"	
YFR015C	"YFR015C"	174265	176391	YFR015C-MONOMER	PWY-5067	RXN-7668		"YFR015C"	
G3O-30333	"YER173W"	536300	538279	G3O-30333-MONOMER	""	""		"YER173W"	
G3O-30522	"RUF20"	131061	131503	G3O-30522-RNA	""	""		"RUF20"	
G3O-30299	"YER138C"	443756	449024	G3O-30299-RNA	""	""		"YER138C"	
G3O-30163	"YEL043W"	70478	73348	G3O-30163-MONOMER	""	""		"YEL043W"	
G3O-28833	"YAL021C"	110846	113359	G3O-28833-MONOMER	""	3.1.13.4-RXN		"YAL021C"	
G3O-30092	"YDR034C-D"	514043	519356	G3O-30092-RNA	""	""		"YDR034C-D"	
G3O-29241	"TLC1"	307587	308887	G3O-29241-RNA	""	""		"TLC1"	
G3O-32136	"YLL033W"	73409	74101	G3O-32136-MONOMER	""	""		"YLL033W"	
G3O-32317	"YLR196W"	543968	545698	G3O-32317-MONOMER	""	""		"YLR196W"	
G3O-34369	"MEL3"			G3O-34369-RNA	""	""		"MEL3"	
G3O-33918	"snR81"	234346	234546	G3O-33918-RNA	""	""		"snR81"	
YOR221C	"YOR221C"	756476	757558	YOR221C-MONOMER	PWY-7388	MALONYL-COA-ACP-TRANSACYL-RXN		"YOR221C"	
G3O-32829	"YMR136W"	541199	542881	G3O-32829-MONOMER	""	""		"YMR136W"	
G3O-33858	"snR8"	832332	832521	G3O-33858-RNA	""	""		"snR8"	
G3O-33039	"MEL6"			G3O-33039-RNA	""	""		"MEL6"	
G3O-32655	"YML060W"	151871	153001	G3O-32655-MONOMER	""	RXN0-2601 // 4.2.99.18-RXN		"YML060W"	
G3O-29308	"YCL056C"	26925	27359	G3O-29308-MONOMER	""	""		"YCL056C"	
G3O-32751	"YMR046C"	361305	362627	G3O-32751-RNA	""	""		"YMR046C"	
G3O-32536	"snR44"	856710	856920	G3O-32536-RNA	""	""		"snR44"	
G3O-29098	"YBR146W"	535260	536096	G3O-29098-MONOMER	""	""		"YBR146W"	
G3O-33306	"YNL321W"	34696	37422	G3O-33306-MONOMER	""	""		"YNL321W"	
G3O-31773	"snR37"	228094	228479	G3O-31773-RNA	""	""		"snR37"	
G3O-31265	"RUF5-1"	212409	213118	G3O-31265-RNA	""	""		"RUF5-1"	
G3O-33137	"YNL113W"	412771	413199	G3O-33137-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YNL113W"	
G3O-30809	"YGR099W"	687899	689965	G3O-30809-MONOMER	""	""		"YGR099W"	
G3O-30998	"YGR161C-D"	817747	823015	G3O-30998-RNA	""	""		"YGR161C-D"	
G3O-30502	"YFL002W-A"	138204	143517	G3O-30502-RNA	""	""		"YFL002W-A"	
G3O-30639	"YGL145W"	230243	232348	G3O-30639-MONOMER	""	""		"YGL145W"	
G3O-33823	"YOR352W"	997213	998244	G3O-33823-MONOMER	""	""		"YOR352W"	
G3O-30123	"SUC5"			G3O-30123-RNA	""	""		"SUC5"	
G3O-30055	"snR47"	541602	541700	G3O-30055-RNA	""	""		"snR47"	
G3O-33658	"YOR134W"	578564	579793	G3O-33658-MONOMER	""	""		"YOR134W"	
G3O-31333	"YIL065C"	241308	241775	G3O-31333-MONOMER	""	""		"YIL065C"	
G3O-29227	"YBR012W-B"	259869	265140	G3O-29227-RNA	""	""		"YBR012W-B"	
G3O-34356	"YPR158W-A"	844709	846031	G3O-34356-RNA	""	""		"YPR158W-A"	
G3O-29584	"YDL200C"	100501	101067	G3O-29584-MONOMER	""	2.1.1.63-RXN		"YDL200C"	
G3O-29839	"YDR270W"	1005675	1008689	G3O-29839-MONOMER	""	TRANS-RXN-178		"YDR270W"	
G3O-33893	"YOR343W-A"	970578	971894	G3O-33893-RNA	""	""		"YOR343W-A"	
G3O-33855	"snR50"	259489	259578	G3O-33855-RNA	""	""		"snR50"	
G3O-31131	"YHR084W"	274174	276240	G3O-31131-MONOMER	""	""		"YHR084W"	
G3O-34303	"YPR178W"	892332	893729	G3O-34303-MONOMER	""	""		"YPR178W"	
G3O-33021	"snR24"	499984	500072	G3O-33021-RNA	""	""		"snR24"	
G3O-32639	"YML040W"	196628	197950	G3O-32639-RNA	""	""		"YML040W"	
G3O-29674	"YDR067C"	582791	583465	G3O-29674-MONOMER	""	PROTEIN-TYROSINE-PHOSPHATASE-RXN		"YDR067C"	
G3O-31842	"YKL041W"	360143	360817	G3O-31842-MONOMER	""	""		"YKL041W"	
G3O-32522	"snR61"	794486	794575	G3O-32522-RNA	""	""		"snR61"	
G3O-31667	"YJR029W"	478344	483612	G3O-31667-RNA	""	""		"YJR029W"	
G3O-34129	"YPL243W"	88517	90316	G3O-34129-MONOMER	""	""		"YPL243W"	
YJL088W	"YJL088W"	268799	269815	YJL088W-MONOMER	ARGSYNBSUB-PWY // CITRULBIO-PWY // PWY-4984	ORNCARBAMTRANSFER-RXN		"YJL088W"	
G3O-31260	"YHL009W-A"	85909	87150	G3O-31260-RNA	""	""		"YHL009W-A"	
G3O-30995	"YGR109W-A"	707610	708482	G3O-30995-RNA	""	""		"YGR109W-A"	
G3O-31620	"YJL187C"	76803	79262	G3O-31620-MONOMER	""	PROTEIN-KINASE-RXN		"YJL187C"	
G3O-30313	"YER152C"	472657	473988	G3O-30313-MONOMER	""	""		"YER152C"	
G3O-30389	"YER159C-A"	496802	498124	G3O-30389-RNA	""	""		"YER159C-A"	
G3O-30105	"YDR210C-C"	882605	883927	G3O-30105-RNA	""	""		"YDR210C-C"	
YER065C	"YER065C"	285241	286914	YER065C-MONOMER	GLYOXYLATE-BYPASS	ISOCIT-CLEAV-RXN		"YER065C"	
G3O-28816	"YAL001C"	147594	151166	G3O-28816-MONOMER	""	""		"YAL001C"	
G3O-30142	"YEL017W"	123657	124670	G3O-30142-MONOMER	PWY-6842-1	GST-RXN // GSHTRAN-RXN // RXN-13673		"YEL017W"	
G3O-32298	"YLR168C"	499578	500270	G3O-32298-MONOMER	""	""		"YLR168C"	
G3O-32117	"YLL012W"	125534	127255	G3O-32117-MONOMER	PWY-7424	RXN-15133 // RXN-15135		"YLL012W"	
G3O-32812	"YMR117C"	501250	501891	G3O-32812-MONOMER	""	""		"YMR117C"	
YOR109W	"YOR109W"	525278	528601	YOR109W-MONOMER	PWY-6352 // PWY3O-242 // PWY-6364	RXN-10938 // PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN // RXN-8730 // 3.1.3.56-RXN		"YOR109W"	
G3O-29290	"YCL029C"	68599	69921	G3O-29290-MONOMER	""	""		"YCL029C"	
G3O-32634	"YML034W"	209525	212155	G3O-32634-MONOMER	""	""		"YML034W"	
G3O-33289	"YNL301C"	63570	64562	G3O-33289-MONOMER	""	""		"YNL301C"	
G3O-29080	"YBR123C"	484742	486691	G3O-29080-MONOMER	""	""		"YBR123C"	
G3O-30793	"YGR081C"	643148	643780	G3O-30793-MONOMER	""	""		"YGR081C"	
G3O-33119	"YNL091W"	452408	456130	G3O-33119-MONOMER	""	""		"YNL091W"	
G3O-33805	"YOR328W"	931803	936497	G3O-33805-MONOMER	""	""		"YOR328W"	
G3O-30621	"YGL124C"	274780	276714	G3O-30621-MONOMER	""	""		"YGL124C"	
G3O-31313	"YIL041W"	276525	277505	G3O-31313-MONOMER	""	""		"YIL041W"	
G3O-33639	"YOR110W"	528941	530248	G3O-33639-MONOMER	""	""		"YOR110W"	
G3O-29820	"YDR247W"	956013	957398	G3O-29820-MONOMER	""	PROTEIN-KINASE-RXN		"YDR247W"	
G3O-29566	"YDL179W"	138291	139205	G3O-29566-MONOMER	""	""		"YDL179W"	
G3O-34286	"YPR155C"	835563	837413	G3O-34286-MONOMER	""	""		"YPR155C"	
G3O-31113	"YHR060W"	220725	221270	G3O-31113-MONOMER	""	""		"YHR060W"	
G3O-31823	"YKL014C"	411619	416913	G3O-31823-MONOMER	""	""		"YKL014C"	
G3O-29657	"YDR043C"	542674	543369	G3O-29657-MONOMER	""	""		"YDR043C"	
YIR027C	"YIR027C"	406260	407642	YIR027C-MONOMER	ALLANTOINDEG-PWY // PWY-5694 // PWY-5697	ALLANTOINASE-RXN		"YIR027C"	
G3O-34111	"YPL222W"	130162	132228	G3O-34111-MONOMER	""	""		"YPL222W"	
G3O-30295	"YER132C"	425188	430449	G3O-30295-MONOMER	""	""		"YER132C"	
G3O-31602	"YJL162C"	113878	115629	G3O-31602-MONOMER	""	""		"YJL162C"	
G3O-32274	"YLR132C"	407283	408155	G3O-32274-MONOMER	""	""		"YLR132C"	
YEL036C	"YEL036C"	83050	84552	YEL036C-MONOMER	""	""		"YEL036C"	
G3O-32792	"YMR092C"	451632	453479	G3O-32792-MONOMER	""	""		"YMR092C"	
G3O-30110	"YDR320C-A"	1108280	1108498	G3O-30110-MONOMER	""	""		"YDR320C-A"	
G3O-29249	"YBR058C-A"	356324	356566	G3O-29249-MONOMER	""	""		"YBR058C-A"	
G3O-32069	"YKL096W-A"	259253	259531	G3O-32069-MONOMER	""	""		"YKL096W-A"	
G3O-33272	"YNL281W"	108467	108928	G3O-33272-MONOMER	""	""		"YNL281W"	
YOL065C	"YOL065C"	204731	205885	YOL065C-MONOMER	PWY3O-242 // PWY-6364	PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN // RXN-8730 // 3.1.3.56-RXN		"YOL065C"	
G3O-30774	"YGR057C"	604773	605501	G3O-30774-MONOMER	""	""		"YGR057C"	
G3O-32616	"YML012W"	246116	246751	G3O-32616-MONOMER	""	""		"YML012W"	
G3O-33789	"YOR305W"	889022	889750	G3O-33789-MONOMER	""	""		"YOR305W"	
G3O-29064	"YBR102C"	445062	447323	G3O-29064-MONOMER	""	""		"YBR102C"	
G3O-31295	"YIL019W"	315093	316133	G3O-31295-MONOMER	""	""		"YIL019W"	
G3O-33103	"YNL074C"	486766	488124	G3O-33103-MONOMER	""	""		"YNL074C"	
G3O-29803	"YDR223W"	912099	913502	G3O-29803-MONOMER	""	""		"YDR223W"	
G3O-30602	"YGL103W"	310967	311927	G3O-30602-MONOMER	""	""		"YGL103W"	
G3O-34267	"YPR131C"	793911	794498	G3O-34267-MONOMER	PWY-7800	RXN-17853 // RXN-17852 // RXN-17851 // RXN-17850		"YPR131C"	
G3O-33621	"YOR086C"	483219	486779	G3O-33621-MONOMER	""	""		"YOR086C"	
G3O-31768	"YJR158W"	732440	734143	G3O-31768-MONOMER	""	""		"YJR158W"	
G3O-29547	"YDL150W"	183343	184611	G3O-29547-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YDL150W"	
YIL074C	"YIL074C"	221081	222490	YIL074C-MONOMER	SER-GLYSYN-PWY // SERSYN-PWY	PGLYCDEHYDROG-RXN		"YIL074C"	
G3O-31094	"YHR034C"	176965	177999	G3O-31094-MONOMER	""	""		"YHR034C"	
