"Pathways"	"Common-Name"
PWY-7438	"superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis"
PWY-6643	"coenzyme M biosynthesis II"
PWY-7632	"hinokiresinol biosynthesis"
P261-PWY	"coenzyme M biosynthesis I"
PWY-7835	"superpathway of glycosphingolipids biosynthesis"
PWY-6756	"<i>S</i>-methyl-5'-thioadenosine degradation II"
PWY-6754	"<i>S</i>-methyl-5'-thioadenosine degradation I"
DHGLUCONATE-PYR-CAT-PWY	"glucose degradation (oxidative)"
PWY-5184	"toluene degradation VI (anaerobic)"
PWY-6753	"<i>S</i>-methyl-5'-thioadenosine degradation III"
PWY0-1391	"<i>S</i>-methyl-5'-thioadenosine degradation IV"
PWY-7395	"D-galactosamine and <i>N</i>-acetyl-D-galactosamine degradation"
PWY-6309	"L-tryptophan degradation XI (mammalian, via kynurenine)"
PWY-7892	"tRNA-uridine 2-thiolation and selenation (bacteria)"
LYXMET-PWY	"L-lyxose degradation"
PWY-7317	"superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis"
PWY0-1479	"tRNA processing"
PWY-6711	"archaeosine biosynthesis I"
PWY0-1300	"2-<I>O</I>-&alpha;-mannosyl-D-glycerate degradation"
PWY0-845	"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"
PWY-7285	"methylwyosine biosynthesis"
PWY-7379	"mRNA capping II"
P124-PWY	"Bifidobacterium shunt"
P165-PWY	"superpathway of purines degradation in plants"
PWY-7891	"tRNA-uridine 2-thiolation (yeast mitochondria)"
PWY-7923	"archaeosine biosynthesis II"
PWY0-1314	"fructose degradation"
PWY-7332	"superpathway of UDP-<I>N</i>-acetylglucosamine-derived O-antigen building blocks biosynthesis"
PWY-6700	"queuosine biosynthesis"
PWY0-1587	"N<sup>6</sup>-L-threonylcarbamoyladenosine<sup>37</sup>-modified tRNA biosynthesis"
PWY-5257	"superpathway of pentose and pentitol degradation"
GALLATE-DEGRADATION-I-PWY	"gallate degradation II"
PWY-7283	"wybutosine biosynthesis"
PWY-7537	"superpathway of fumitremorgin biosynthesis"
P3-PWY	"gallate degradation III (anaerobic)"
PWY4FS-12	"VTC2 cycle"
PWY-7375	"mRNA capping I"
SUCSYN-PWY	"sucrose biosynthesis I (from photosynthesis)"
GALLATE-DEGRADATION-II-PWY	"gallate degradation I"
PWY-7889	"tRNA-uridine 2-thiolation (mammalian mitochondria)"
PWY-7904	"tRNA-uridine 2-thiolation (thermophilic bacteria)"
PWY-6901	"superpathway of glucose and xylose degradation"
PRPP-PWY	"superpathway of histidine, purine, and pyrimidine biosynthesis"
PWY0-1554	"5-(methoxycarbonylmethoxy)uridine biosynthesis"
PWY-6829	"tRNA methylation (yeast)"
PWY-7180	"2-deoxy-&alpha;-D-ribose 1-phosphate degradation"
PWY-6629	"superpathway of L-tryptophan biosynthesis"
PWY-7286	"7-(3-amino-3-carboxypropyl)-wyosine biosynthesis"
PWY-7888	"tRNA-uridine 2-thiolation (cytoplasmic)"
GLUCOSE1PMETAB-PWY	"glucose and glucose-1-phosphate degradation"
PWY-5140	"cannabinoid biosynthesis"
PWY-7169	"hyperxanthone E biosynthesis"
PWY0-1324	"<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I"
PWY-7581	"<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II"
PWY-7562	"3,6-anhydro-&alpha;-L-galactopyranose degradation"
PWY-7857	"adlupulone and adhumulone biosynthesis"
FUC-RHAMCAT-PWY	"superpathway of fucose and rhamnose degradation"
MANNCAT-PWY	"D-mannose degradation"
PWY-7105	"olivetol biosynthesis"
PWY-4821	"UDP-&alpha;-D-xylose biosynthesis"
PWY0-1309	"chitobiose degradation"
PWY-5133	"colupulone and cohumulone biosynthesis"
PWY-5655	"L-tryptophan degradation IX"
PWY-6509	"methanol oxidation to formaldehyde III"
PWY-5506	"methanol oxidation to formaldehyde IV"
PWY-3861	"mannitol degradation II"
PWY-5808	"hyperforin and adhyperforin biosynthesis"
PWY-7622	"UDP-&alpha;-D-galactofuranose biosynthesis"
PWY-6966	"methanol oxidation to formaldehyde I"
PWY-1701	"methanol and methylamine oxidation to formaldehyde"
PWY0-44	"D-allose degradation"
PWY-5132	"lupulone and humulone biosynthesis"
THRESYN-PWY	"superpathway of L-threonine biosynthesis"
PWY-6510	"methanol oxidation to formaldehyde II"
GALDEG-PWY	"D-galactose degradation II"
PWY-6778	"laminaribiose degradation"
PWY-6693	"D-galactose degradation IV"
GLUCARGALACTSUPER-PWY	"superpathway of D-glucarate and D-galactarate degradation"
PWY-6317	"D-galactose degradation I (Leloir pathway)"
RIBOKIN-PWY	"ribose phosphorylation"
PWY-5180	"toluene degradation I (aerobic) (<I>via</I> <i>o</I>-cresol)"
PWY66-422	"D-galactose degradation V (Leloir pathway)"
LACTOSECAT-PWY	"lactose and galactose degradation I"
PWY-7130	"L-glucose degradation"
PWY-7277	"sphingolipid biosynthesis (mammals)"
PWY-7568	"L-galactose degradation"
FUCCAT-PWY	"fucose degradation"
VALDEG-PWY	"L-valine degradation I"
ALL-CHORISMATE-PWY	"superpathway of chorismate metabolism"
PWY-7459	"kojibiose degradation"
PWY-5057	"L-valine degradation II"
PWY-5183	"superpathway of aerobic toluene degradation"
MALTOSECAT-PWY	"maltose degradation"
PWY0-781	"aspartate superpathway"
PWY0-1301	"melibiose degradation"
PWY-7328	"superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"
P302-PWY	"L-sorbose degradation"
PWY-5294	"superpathway of sulfide oxidation (<i>Acidithiobacillus ferrooxidans</i>)"
PWY0-1602	"D-gulosides conversion to D-glucosides"
PWY-6234	"superpathway of jasmonoyl-amino acid conjugates biosynthesis"
PWY-6527	"stachyose degradation"
PWY-5002	"tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)"
PWY-6505	"L-tryptophan degradation XII (Geobacillus)"
PWY4FS-13	"extended VTC2 cycle"
PWY-5001	"tetrahydroxyxanthone biosynthesis (from benzoate)"
TCA-GLYOX-BYPASS	"superpathway of glyoxylate bypass and TCA"
PWY-7077	"<i>N</i>-acetyl-D-galactosamine degradation"
PWY-1541	"superpathway of taurine degradation"
PWY-8060	"2-deoxy-D-ribose degradation I"
PWY-6544	"superpathway of C28 brassinosteroid biosynthesis"
PWY-8058	"2-deoxy-D-ribose degradation II"
12DICHLORETHDEG-PWY	"1,2-dichloroethane degradation"
GAMMAHEXCHLORDEG-PWY	"&gamma;-hexachlorocyclohexane degradation"
PCEDEG-PWY	"tetrachloroethene degradation"
PCPDEG-PWY	"pentachlorophenol degradation"
PWY-5822	"trichloroethene degradation"
PWY-7428	"2-chloroacrylate degradation II"
PWY-7425	"2-chloroacrylate degradation I"
PWY-7662	"glycogen degradation III (via anhydrofructose)"
GLYOXDEG-PWY	"glycolate and glyoxylate degradation II"
GLYCOLATEMET-PWY	"glycolate and glyoxylate degradation I"
PWY-6649	"glycolate and glyoxylate degradation III"
PWY-7738	"polyacyltrehalose biosynthesis"
PWY-7902	"glucosylglycerol biosynthesis"
PWY-401	"galactolipid biosynthesis I"
PWY-7684	"&alpha;-diglucosyldiacylglycerol biosynthesis"
PWY-1801	"formaldehyde oxidation II (glutathione-dependent)"
PWY-7885	"phosphatidylinositol mannoside biosynthesis"
PWY1G-170	"formaldehyde oxidation III (mycothiol-dependent)"
PWY-7666	"galactolipid biosynthesis II"
PWY-1723	"formaldehyde oxidation VI (H<sub>4</sub>MPT pathway)"
PWY-782	"glycolipid desaturation"
PWY-7909	"formaldehyde oxidation VII (THF pathway)"
FORMASS-PWY	"formaldehyde oxidation IV (thiol-independent)"
PWY-7908	"formaldehyde oxidation V (bacillithiol-dependent)"
PWY-1861	"formaldehyde assimilation II (assimilatory RuMP Cycle)"
PWY-1622	"formaldehyde assimilation I (serine pathway)"
P185-PWY	"formaldehyde assimilation III (dihydroxyacetone cycle)"
PWY-3841	"folate transformations II"
PWY-2201	"folate transformations I"
PWY-7651	"heparan sulfate degradation"
PWY-7646	"dermatan sulfate degradation I (bacterial)"
PWY-7645	"hyaluronan degradation"
PWY-6572	"chondroitin sulfate degradation I (bacterial)"
PWY-7644	"heparin degradation"
PWY-6564	"heparan sulfate biosynthesis"
PWY-6568	"dermatan sulfate biosynthesis (late stages)"
PWY-6558	"heparan sulfate biosynthesis (late stages)"
PWY-6567	"chondroitin sulfate biosynthesis (late stages)"
PWY-6571	"dermatan sulfate biosynthesis"
PWY-6569	"chondroitin sulfate biosynthesis"
FLUORENE-DEG-9-ONE-PWY	"fluorene degradation I"
PWY-1381	"fluorene degradation II"
PWY-7807	"glyphosate degradation III"
PWY-7806	"glyphosate degradation II"
PWY-7804	"glyphosate degradation I"
ASPASN-PWY	"superpathway of L-aspartate and L-asparagine biosynthesis"
P4-PWY	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"
PWY-821	"superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)"
PWY-6618	"guanine and guanosine salvage III"
PWY-6599	"guanine and guanosine salvage II"
COMPLETE-ARO-PWY	"superpathway of aromatic amino acid biosynthesis"
PWY-6579	"superpathway of guanine and guanosine salvage"
PWY-6620	"guanine and guanosine salvage"
PWY-724	"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"
PWY-7226	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I"
PWY-7222	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II"
BRANCHED-CHAIN-AA-SYN-PWY	"superpathway of branched chain amino acid biosynthesis"
PWY0-1335	"NADH to cytochrome <i>bo</i> oxidase electron transfer I"
PWY-6595	"superpathway of guanosine nucleotides degradation (plants)"
PWY-6608	"guanosine nucleotides degradation III"
PWY-3481	"superpathway of L-phenylalanine and L-tyrosine biosynthesis"
PWY0-1561	"glycerol-3-phosphate to cytochrome <i>bo</i> oxidase electron transfer"
PWY-6607	"guanosine nucleotides degradation I"
PWY-6606	"guanosine nucleotides degradation II"
SER-GLYSYN-PWY	"superpathway of L-serine and glycine biosynthesis I"
PWY-3781	"aerobic respiration I (cytochrome c)"
PWY0-1568	"NADH to cytochrome <i>bd</i> oxidase electron transfer II"
PWY-5303	"thiosulfate oxidation II (via tetrathionate)"
PWY-7544	"pyruvate to cytochrome <i>bo</i> oxidase electron transfer"
PWY-7856	"heme <i>a</i> biosynthesis"
PWY0-1334	"NADH to cytochrome <i>bd</i> oxidase electron transfer I"
PWY-7554	"heme <i>d</i><sub>1</sub> biosynthesis"
PWY0-1544	"proline to cytochrome <i>bo</i> oxidase electron transfer"
PWY0-1567	"NADH to cytochrome <i>bo</i> oxidase electron transfer II"
PWY-4521	"arsenite oxidation I (respiratory)"
PWY-7429	"arsenite oxidation II (respiratory)"
PWY-5031	"L-histidine degradation V"
HISHP-PWY	"L-histidine degradation VI"
PWY0-1329	"succinate to cytochrome <i>bo</i> oxidase electron transfer"
PWY-5030	"L-histidine degradation III"
HISDEG-PWY	"L-histidine degradation I"
PWY0-1353	"succinate to cytochrome <i>bd</i> oxidase electron transfer"
PWY-5028	"L-histidine degradation II"
HISTDEG-PWY	"L-histidine degradation IV"
PWY0-1565	"D-lactate to cytochrome <i>bo</i> oxidase electron transfer"
PWY-5029	"imidazole-lactate degradation"
HISTSYN-PWY	"L-histidine biosynthesis"
PWY-4302	"aerobic respiration III (alternative oxidase pathway)"
THIOSULFOX-PWY	"thiosulfate oxidation I (to tetrathionate)"
METHGLYUT-PWY	"superpathway of methylglyoxal degradation"
PWY-7279	"aerobic respiration II (cytochrome c) (yeast)"
PWY-6895	"superpathway of thiamine diphosphate biosynthesis II"
THISYN-PWY	"superpathway of thiamine diphosphate biosynthesis I"
PWY-7545	"pyruvate to cytochrome <i>bd</i> oxidase electron transfer"
PWY-7369	"thiamine triphosphate metabolism"
PWY-7357	"thiamine formation from pyrithiamine and oxythiamine (yeast)"
THISYNARA-PWY	"superpathway of thiamine diphosphate biosynthesis III (eukaryotes)"
PWY-6890	"4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis"
PWY-7282	"4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (yeast)"
PWY-7310	"D-glucosaminate degradation"
GLUCONSUPER-PWY	"D-gluconate degradation"
PWY-7933	"superpathway of polybrominated aromatic compound biosynthesis"
PWY-7929	"polybrominated phenols biosynthesis"
PWY-7873	"D-erythronate degradation II"
PWY-7932	"polybrominated biphenyls and diphenyl ethers biosynthesis"
PWY-7935	"spongiadioxin C biosynthesis"
PWY-301	"cyclohexane-1-carboxylate degradation (anaerobic)"
PWY-7931	"brominated pyrroles biosynthesis"
PWY-5491	"diethylphosphate degradation"
PWY-7934	"polybrominated dihydroxylated diphenyl ethers biosynthesis"
PWY-8085	"picolinate degradation"
PWY-7930	"pyoluteorin biosynthesis"
P483-PWY	"phosphonoacetate degradation"
PWY-5177	"glutaryl-CoA degradation"
PWY-7805	"(aminomethyl)phosphonate degradation"
PWY1G01-4	"glutarate degradation"
PWY-6348	"phosphate acquisition"
PWY-5749	"itaconate degradation"
PHOSPHONOTASE-PWY	"2-aminoethylphosphonate degradation I"
PWY-6373	"acrylate degradation"
PWY-7447	"2-aminoethylphosphonate degradation III"
ACETATEUTIL-PWY	"superpathway of acetate utilization and formation"
PWY-6832	"2-aminoethylphosphonate degradation II"
PWY-7872	"D-erythronate degradation I"
PWY-6077	"anthranilate degradation II (aerobic)"
PWY-2361	"3-oxoadipate degradation"
2AMINOBENZDEG-PWY	"anthranilate degradation III (anaerobic)"
PWY-7948	"4-oxopentanoate degradation"
PWY-6504	"anthranilate degradation IV (aerobic)"
PWY-5162	"2-hydroxypenta-2,4-dienoate degradation"
PWY-6079	"anthranilate degradation I (aerobic)"
PWY-5274	"sulfide oxidation II (flavocytochrome <em>c</em>)"
PWY0-1465	"D-malate degradation"
PWY-6794	"adenosine 5'-phosphoramidate biosynthesis"
PWY0-1533	"methylphosphonate degradation I"
PWY-7927	"sulfide oxidation IV (mitochondria)"
PWY-8066	"methylphosphonate degradation III"
PWY-5654	"2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate"
PWY-6122	"5-aminoimidazole ribonucleotide biosynthesis II"
PWY-7399	"methylphosphonate degradation II"
PWY-5838	"superpathway of menaquinol-8 biosynthesis I"
PWY-6038	"citrate degradation"
PWY-6121	"5-aminoimidazole ribonucleotide biosynthesis I"
PWY-7992	"superpathway of menaquinol-8 biosynthesis III"
PWY-5844	"menaquinol-9 biosynthesis"
PWY-7871	"D-threonate degradation"
PWY-6277	"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
PWY-5850	"superpathway of menaquinol-6 biosynthesis I"
PWY-5892	"menaquinol-12 biosynthesis"
P441-PWY	"superpathway of <i>N</i>-acetylneuraminate degradation"
PWY-5897	"superpathway of menaquinol-11 biosynthesis"
MENAQUINONESYN-PWY	"menaquinol-8 biosynthesis"
PWY-7874	"L-threonate degradation"
PWY-6263	"superpathway of menaquinol-8 biosynthesis II"
PWY-5840	"superpathway of menaquinol-7 biosynthesis"
PWY-7843	"heme degradation IV"
PWY-5074	"mevalonate degradation"
PWY-7998	"menaquinol-4 biosynthesis II"
PWY-7846	"heme degradation V"
PWY-5849	"menaquinol-6 biosynthesis"
PWY-5874	"heme degradation I"
PWY0-1313	"acetate conversion to acetyl-CoA"
PWY-5891	"menaquinol-11 biosynthesis"
PWY-7845	"heme degradation II"
PWY-5834	"CDP-tyvelose biosynthesis"
PWY-5896	"superpathway of menaquinol-10 biosynthesis"
PWY-7848	"heme degradation VII"
PWY-5652	"2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA"
PWY-5830	"CDP-ascarylose biosynthesis"
PWY-5899	"superpathway of menaquinol-13 biosynthesis"
PWY-7844	"heme degradation III"
PWY-5833	"CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis"
PWY-5839	"menaquinol-7 biosynthesis"
PYRUVDEHYD-PWY	"pyruvate decarboxylation to acetyl CoA"
PWY-7847	"heme degradation VI"
PWY-7127	"CDP-D-mannitol biosynthesis"
HEME-BIOSYNTHESIS-II	"heme <i>b</i> biosynthesis I (aerobic)"
PWY-7996	"menaquinol-4 biosynthesis I"
PWY-5823	"superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis"
PWY-5920	"superpathway of heme <i>b</i> biosynthesis from glycine"
PWY-5845	"superpathway of menaquinol-9 biosynthesis"
PWY-6021	"nitrilotriacetate degradation"
PWY-5832	"CDP-paratose biosynthesis"
PWY0-1415	"superpathway of heme <i>b</i> biosynthesis from uroporphyrinogen-III"
PWY-5890	"menaquinol-10 biosynthesis"
PWY-6998	"CDP-D-arabitol biosynthesis"
PWY-5918	"superpathay of heme <i>b</i> biosynthesis from glutamate"
PWY-5895	"menaquinol-13 biosynthesis"
2OXOBUTYRATECAT-PWY	"2-oxobutanoate degradation II"
PWY-5831	"CDP-abequose biosynthesis"
PWY-7766	"heme <i>b</i> biosynthesis IV (Gram-positive bacteria)"
PWY-5898	"superpathway of menaquinol-12 biosynthesis"
HEMESYN2-PWY	"heme <i>b</i> biosynthesis II (oxygen-independent)"
PWY-5130	"2-oxobutanoate degradation I"
PWY-7552	"heme <i>b</i> biosynthesis III (from siroheme)"
PHOSLIPSYN-PWY	"superpathway of phospholipid biosynthesis I (bacteria)"
PWY-6349	"CDP-archaeol biosynthesis"
PWY-5374	"punicate biosynthesis"
PWY-6367	"D-<i>myo</i>-inositol-5-phosphate metabolism"
PWY-5373	"calendate biosynthesis"
PWY-7411	"phosphatidate biosynthesis (yeast)"
PWY-5368	"dimorphecolate biosynthesis"
PWY-7782	"plasmalogen biosynthesis"
PWY-5375	"&alpha;-eleostearate biosynthesis"
PWY-6141	"archaetidylserine and archaetidylethanolamine biosynthesis"
PWY-7598	"&alpha;-linolenate biosynthesis II (cyanobacteria)"
PWY-6352	"3-phosphoinositide biosynthesis"
PWY-7039	"phosphatidate metabolism, as a signaling molecule"
PWY-5997	"&alpha;-linolenate biosynthesis I (plants and red algae)"
PWY-762	"phospholipid desaturation"
PHOSLIPSYN2-PWY	"superpathway of phospholipid biosynthesis II (plants)"
PWY-6350	"archaetidylinositol biosynthesis"
PWY-6371	"superpathway of inositol phosphate compounds"
PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"
PWY-5667	"CDP-diacylglycerol biosynthesis I"
PWY0-1319	"CDP-diacylglycerol biosynthesis II"
PWY-5981	"CDP-diacylglycerol biosynthesis III"
PWY-5161	"6'-deoxychalcone metabolism"
PWY-5339	"chalcone 2'-<i>O</i>-glucoside biosynthesis"
PWY-5276	"sulfite oxidation I"
SULFUROX-PWY	"sulfur oxidation I (aerobic)"
FESULFOX-PWY	"sulfur oxidation II (Fe<sup>+3</sup>-dependent)"
P301-PWY	"galena oxidation"
PWY-5308	"superpathway of sulfur metabolism (<i>Desulfocapsa sulfoexigens</i>)"
PWY-7457	"sulfite oxidation V (SoeABC)"
P282-PWY	"nitrite oxidation"
PWY-5285	"sulfide oxidation III (to sulfite)"
P222-PWY	"sulfide oxidation I (to sulfur globules)"
PWY-6040	"chlorogenic acid biosynthesis II"
PWY-7461	"hydroxycinnamate sugar acid ester biosynthesis"
PWY-6399	"melatonin degradation II"
PWY-4201	"volatile cinnamoic ester biosynthesis"
PWY-6398	"melatonin degradation I"
PWY-5859	"eugenol and isoeugenol biosynthesis"
PWY-6402	"superpathway of melatonin degradation"
PWY-6039	"chlorogenic acid biosynthesis I"
PWY-6400	"melatonin degradation III"
PWY-7460	"2-<i>O</i>-acetyl-3-<i>O</i>-<i>trans</i>-coutarate biosynthesis"
PWY-5658	"mannosylglycerate biosynthesis II"
PWY-3301	"sinapate ester biosynthesis"
PWY-5656	"mannosylglycerate biosynthesis I"
PWY-5168	"ferulate and sinapate biosynthesis"
PWY-5968	"cinnamate esters biosynthesis"
PWY1F-467	"phenylpropanoid biosynthesis, initial reactions"
PWY-2181	"free phenylpropanoid acid biosynthesis"
PWY-5071	"superpathway of rosmarinic acid biosynthesis"
PWY-5867	"<i>t</i>-anethole biosynthesis"
PWY-5645	"4-chloronitrobenzene degradation"
PWY-5640	"nitrobenzene degradation II"
PWY-5637	"nitrobenzene degradation I"
PWY-6140	"CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis"
PWY-6965	"methylamine degradation II"
PWY-6143	"CMP-pseudaminate biosynthesis"
PWY-6967	"methylamine degradation I"
PWY-2721	"trehalose degradation III"
PWY-6144	"CMP-<i>N</i>-glycoloylneuraminate biosynthesis"
PWY-6145	"superpathway of CMP-sialic acids biosynthesis"
PWY0-1182	"trehalose degradation II (cytosolic)"
PWY-7529	"CMP-<i>N</i>-acetyl-7-<i>O</i>-acetylneuraminate biosynthesis"
PWY-7674	"CMP-8-amino-3,8-dideoxy-D-<I>manno</I>-octulosonate biosynthesis"
PWY-2723	"trehalose degradation V"
PWY-7719	"CMP-diacetamido-8-epilegionaminic acid biosynthesis"
PWY-1269	"CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis"
TREDEGLOW-PWY	"trehalose degradation I (low osmolarity)"
PWY-6749	"CMP-legionaminate biosynthesis I"
PWY-7131	"CMP-legionaminate biosynthesis II"
PWY-2722	"trehalose degradation IV"
PWY0-1466	"trehalose degradation VI (periplasmic)"
PWY-6139	"CMP-<i>N</i>-acetylneuraminate biosynthesis II (bacteria)"
PWY-6138	"CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes)"
PWY-7559	"glutathione degradation (DUG pathway - yeast)"
PWY-6370	"ascorbate recycling (cytosolic)"
PWY-5499	"vitamin B<sub>6</sub> degradation"
PWY-6418	"4-hydroxycoumarin and dicoumarol biosynthesis"
PWY-7739	"aucuparin biosynthesis"
PWY-4922	"6-methoxymellein biosynthesis"
PWY-6030	"serotonin and melatonin biosynthesis"
PWY-6076	"vitamin D<sub>3</sub> biosynthesis"
PWY-7056	"daphnin interconversion"
PWY-7186	"superpathway of scopolin and esculin biosynthesis"
PWY-6241	"thyroid hormone biosynthesis"
PWY-5176	"coumarin biosynthesis (via 2-coumarate)"
PWY-5365	"linear furanocoumarin biosynthesis"
PWY-6575	"juvenile hormone III biosynthesis I"
PWY-7055	"daphnetin modification"
PWY-7058	"esculetin modification"
PWY-6650	"juvenile hormone III biosynthesis II"
PWY-7398	"coumarins biosynthesis (engineered)"
PWY-5349	"esculetin biosynthesis"
PWY-7299	"progesterone biosynthesis"
PWY-6982	"umbelliferone biosynthesis"
ALADEG-PWY	"L-alanine degradation I"
PWY-7057	"cichoriin interconversion"
PWY-7300	"ecdysone and 20-hydroxyecdysone biosynthesis"
PWY-7304	"3-amino-4,7-dihydroxy-coumarin biosynthesis"
ALACAT2-PWY	"L-alanine degradation II (to D-lactate)"
PWY-5319	"coumarin metabolism (to melilotic acid)"
PWY-6167	"flavin biosynthesis II (archaea)"
PWY-7305	"superpathway of steroid hormone biosynthesis"
PWY-6792	"scopoletin biosynthesis"
PWY66-366	"flavin biosynthesis IV (mammalian)"
PWY1-2	"L-alanine degradation IV"
PWY0-1597	"prenylated FMNH<sub>2</sub> biosynthesis"
PWY-7306	"estradiol biosynthesis II"
PWY-6168	"flavin biosynthesis III (fungi)"
ALANINE-DEG3-PWY	"L-alanine degradation III"
RIBOSYN2-PWY	"flavin biosynthesis I (bacteria and plants)"
PWY-7410	"ipsdienol biosynthesis"
PWY-7423	"bombykol biosynthesis"
PWY-7654	"(8<i>E</i>,10<i>E</i>)-dodeca-8,10-dienol biosynthesis"
PWY-7656	"<i>Spodoptera littoralis</i> pheromone biosynthesis"
CRNFORCAT-PWY	"creatinine degradation I"
PWY-4741	"creatinine degradation III"
PWY66-301	"catecholamine biosynthesis"
PWY-4722	"creatinine degradation II"
PWY66-374	"C20 prostanoid biosynthesis"
PWY66-375	"leukotriene biosynthesis"
PWY66-377	"pregnenolone biosynthesis"
PWY66-378	"androgen biosynthesis"
PWY66-380	"estradiol biosynthesis I (via estrone)"
PWY66-381	"glucocorticoid biosynthesis"
PWY-7791	"UMP biosynthesis III"
PWY66-382	"mineralocorticoid biosynthesis"
PWY-7790	"UMP biosynthesis II"
PWY66-392	"lipoxin biosynthesis"
PWY-5686	"UMP biosynthesis I"
PWY66-393	"15-<i>epi</i>-lipoxin biosynthesis"
PWY66-394	"aspirin triggered resolvin E biosynthesis"
P105-PWY	"TCA cycle IV (2-oxoglutarate decarboxylase)"
PWY66-395	"aspirin triggered resolvin D biosynthesis"
PWY-6969	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
PWY66-397	"resolvin D biosynthesis"
PWY-7347	"sucrose biosynthesis III"
REDCITCYC	"TCA cycle VI (Helicobacter)"
PWY-7238	"sucrose biosynthesis II"
PWY-5913	"partial TCA cycle (obligate autotrophs)"
PWY66-398	"TCA cycle III (animals)"
PWY-1641	"methane oxidation to methanol I"
PWY-6742	"methane oxidation to methanol II"
PWY-5690	"TCA cycle II (plants and fungi)"
PWY-7254	"TCA cycle VII (acetate-producers)"
TCA	"TCA cycle I (prokaryotic)"
ALANINE-VALINESYN-PWY	"L-alanine biosynthesis I"
PWY-7816	"poly(ribitol phosphate) wall teichoic acid biosynthesis II (<i>S. aureus</i>)"
PWY-7142	"cyanide detoxification II"
ALANINE-SYN2-PWY	"L-alanine biosynthesis II"
PWY-7819	"poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis"
PWY-7101	"5-deoxystrigol biosynthesis"
PWY0-1061	"superpathway of L-alanine biosynthesis"
PWY-7815	"poly(ribitol phosphate) wall teichoic acid biosynthesis I (<i>B. subtilis</i>)"
PWY0-1021	"L-alanine biosynthesis III"
PWY-5261	"methanogenesis from tetramethylammonium"
PWY-7818	"type IV lipoteichoic acid biosynthesis (<i>S. pneumoniae</i>)"
PWY-5169	"cyanuric acid degradation II"
METH-ACETATE-PWY	"methanogenesis from acetate"
PWY-8025	"cyanuric acid degradation I"
PWY-5209	"methyl-coenzyme M oxidation to CO<sub>2</sub>"
PWY-7467	"2-acetamido-4-amino-2,4,6-trideoxy-&alpha;-D-galactosyl-diphospho-<i>ditrans,octacis</i>-undecaprenol biosynthesis"
PWY-5250	"methanogenesis from trimethylamine"
METHFORM-PWY	"methyl-coenzyme M reduction to methane"
PWY-7817	"type I lipoteichoic acid biosynthesis (<i>S. aureus</i>)"
PWY-6275	"&beta;-caryophyllene biosynthesis"
PWY-5248	"methanogenesis from dimethylamine"
PWY-5259	"methanogenesis from methanethiol"
TEICHOICACID-PWY	"poly(glycerol phosphate) wall teichoic acid biosynthesis"
PWY-2921	"capsidiol biosynthesis"
PWY-5427	"naphthalene degradation (aerobic)"
PWY-6830	"superpathway of methanogenesis"
PWY-7620	"naphthalene degradation (anaerobic)"
METHANOGENESIS-PWY	"methanogenesis from H<SUB>2</SUB> and CO<SUB>2</SUB>"
PWY-6174	"mevalonate pathway II (archaea)"
PWY-6291	"valencene and 7-epi-&alpha;-selinene biosynthesis"
PWY-5247	"methanogenesis from methylamine"
PWY-922	"mevalonate pathway I"
PWY-5082	"L-methionine degradation III"
PWY-7524	"mevalonate pathway III (archaea)"
PWY-6836	"santalene biosynthesis II"
METHIONINE-DEG1-PWY	"L-methionine degradation I (to L-homocysteine)"
HOMOSER-METSYN-PWY	"L-methionine biosynthesis I"
PWY-701	"L-methionine degradation II"
PWY-5345	"superpathway of L-methionine biosynthesis (by sulfhydrylation)"
PWY-5950	"geosmin biosynthesis"
PWY-8086	"(<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen"
PWY-5328	"superpathway of L-methionine salvage and degradation"
PWY-7977	"L-methionine biosynthesis IV (archaea)"
