"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"RXN-13692"	"linalyll 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Shuixian);linalyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Assam);linalyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Yabukita)"	"linalyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside[s] + H2O[s] => primeverose[s] + Linalools[s]"	"ec-code/3.2.1.149"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	0	1000	NA	NA	""	"tea aroma glycosidic precursor bioactivation"	NA	NA	"pubmed/Guo95"	2
"RXN-13691"	"geranyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Yabukita);geranyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Shuixian)"	"geranyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside[s] + H2O[s] => primeverose[s] + geraniol[s]"	"ec-code/3.2.1.149"	"yHMPu5000034667_Blastobotrys_serpentis@Seq_284"	0	1000	NA	NA	""	"tea aroma glycosidic precursor bioactivation"	NA	NA	"pubmed/GUO95"	2
"AMINEPHEN-RXN"	"phenylethylamine oxidase;monoamine oxidase"	"oxygen[s] + 2-phenylethylamine[s] + H2O[s] => ammonium[s] + hydrogen peroxide[s] + phenylacetaldehyde[s]"	"ec-code/1.4.3.21"	"Fusarium_graminearum@Seq_9299"	0	1000	NA	NA	"rhea/25266;kegg.reaction/R02613"	"phenylethanol biosynthesis;phenylethylamine degradation I"	NA	NA	""	2
"AMINEOXID-RXN"	"amine oxidase;copper amine oxidase"	"Aliphatic-Amines[s] + oxygen[s] + H2O[s] => ammonium[s] + Aldehydes[s] + hydrogen peroxide[s]"	"ec-code/1.4.3.21"	"Fusarium_graminearum@Seq_9299 or Metschnikowia_dekortum@Seq_4089"	0	1000	NA	NA	"rhea/16154"	""	NA	NA	""	2
"AMACETOXID-RXN"	"aminoacetone oxidase"	"aminoacetone[s] + oxygen[s] + H2O[s] => ammonium[s] + hydrogen peroxide[s] + methylglyoxal[s]"	"ec-code/1.4.3.21"	"Fusarium_graminearum@Seq_9299"	0	1000	NA	NA	"rhea/28187;kegg.reaction/R02529"	"L-threonine degradation III (to methylglyoxal)"	NA	NA	""	2
"ALTRODEHYDRAT-RXN"	"D-altronate dehydratase"	"D-altronate[s] => 2-dehydro-3-deoxy-D-gluconate[s] + H2O[s]"	"ec-code/4.2.1.7"	"Candida_versatilis@Seq_1492"	0	1000	NA	NA	"rhea/15958;kegg.reaction/R01540"	"D-galacturonate degradation I"	NA	NA	""	2
"ALPHAGALACTOSID-RXN"	"alpha-galactosidase;melibiose alpha-galactosidase"	"melibiose[s] + H2O[s] => D-galactopyranose[s] + Glucopyranose[s]"	"ec-code/3.2.1.22"	"Aspergillus_nidulans@Seq_5582"	0	1000	NA	NA	"kegg.reaction/R01101;rhea/28663"	"melibiose degradation"	NA	NA	"pubmed/5418105;pubmed/976079"	2
"RXN-13640"	"ketoisocaproate dioxygenase"	"4-methyl-2-oxopentanoate[s] + oxygen[s] => CO2[s] + 3-hydroxy-3-methylbutanoate[s]"	"ec-code/1.13.11"	"yHMPu5000035261_Candida_ponderosae@Seq_4523 or Coccidioides_immitis@Seq_1519 or yHMPu5000034952_Citeromyces_siamensis@Seq_4669 or Millerozyma_acaciae@Seq_4071"	0	1000	NA	NA	""	""	NA	NA	"pubmed/10989443"	2
"ALLYL-ALCOHOL-DEHYDROGENASE-RXN"	"acrolein aldehyde reductase"	"acrolein[s] + NADPH[s] + H+[s] => allyl alcohol[s] + NADP+[s]"	"ec-code/1.1.1.54"	"Coccidioides_immitis@Seq_4320 or Aspergillus_nidulans@Seq_4324"	0	1000	NA	NA	"rhea/12168;kegg.reaction/R03572"	"detoxification of reactive carbonyls in chloroplasts"	NA	NA	""	2
"RXN-13614"	"decanoate--CoA ligase"	"ATP[s] + coenzyme A[s] + decanoate[s] => AMP[s] + decanoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.3"	"Fusarium_graminearum@Seq_3926"	0	1000	NA	NA	""	"fatty acid salvage"	NA	NA	""	2
"RXN-9311"	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase;1,4-dihydroxy-2-naphthoyl-CoA thiolesterase;1,4-dihydroxy-2-naphthoyl-CoA thioesterase"	"1,4-dihydroxy-2-naphthoyl-CoA[s] + H2O[s] => coenzyme A[s] + 1,4-dihydroxy-2-naphthoate[s] + H+[s]"	"ec-code/3.1.2.28"	"Candida_versatilis@Seq_4107"	0	1000	NA	NA	"rhea/26310;kegg.reaction/R07262"	"2-carboxy-1,4-naphthoquinol biosynthesis"	NA	NA	""	2
"ALCOHOL-OXIDASE-RXN"	"alcohol oxidase"	"oxygen[s] + Primary-Alcohols[s] => Aldehydes[s] + hydrogen peroxide[s]"	"ec-code/1.1.3.13"	"yHMPu5000026274_Komagataella_populi@Seq_2009"	0	1000	NA	NA	"rhea/19829;kegg.reaction/R00637"	""	NA	NA	""	2
"RXN-13536"	"phenylacetaldehyde reductase"	"NADPH[s] + phenylacetaldehyde[s] + H+[s] => 2-phenylethanol[s] + NADP+[s]"	"ec-code/1.1.1"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3271 or Scheffersomyces_lignosus@Seq_148"	0	1000	NA	NA	""	"phenylethanol biosynthesis"	NA	NA	"pubmed/17644147"	2
"ALARACECAT-RXN"	"alanine racemase"	"L-alanine[s] <=> D-alanine[s]"	"ec-code/5.1.1.1"	"Schizosaccharomyces_pombe@Seq_5043"	-1000	1000	NA	NA	"rhea/20252;kegg.reaction/R00401"	"anaerobic energy metabolism (invertebrates, cytosol);L-alanine biosynthesis I;L-alanine degradation I"	NA	NA	""	2
"AGMATINE-DEIMINASE-RXN"	"agmatine deaminase;agmatine iminohydrolase;agmatine deiminase"	"agmatine[s] + H2O[s] => ammonium[s] + N-carbamoylputrescine[s]"	"ec-code/3.5.3.12"	"yHMPu5000034605_Spencermartinsiella_europaea@Seq_3999"	0	1000	NA	NA	"rhea/18038;kegg.reaction/R01416"	"putrescine biosynthesis II;L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)"	NA	NA	""	2
"RXN-13483"	"elymoclavine monooxygenase;elmoclavine monooxygenase"	"elymoclavine[s] + NADPH[s] + oxygen[s] + H+[s] => elymoclavine aldehyde[s] + NADP+[s] + 2 H2O[s]"	"ec-code/1.14.13"	"Aspergillus_nidulans@Seq_1800 or Fusarium_graminearum@Seq_119 or Aspergillus_nidulans@Seq_234"	0	1000	NA	NA	""	"ergotamine biosynthesis"	NA	NA	"pubmed/18678866"	2
"RXN-13478"	"festuclavine synthase"	"6,8-dimethyl-6,7-didehydroergoline[s] + NADH[s] + H+[s] => festuclavine[s] + NAD+[s]"	"ec-code/1.5.1.44"	"Neurospora_crassa@Seq_9082 or Botrytis_cinerea@Seq_13075"	0	1000	NA	NA	"kegg.reaction/R10163;rhea/34058"	"fumigaclavine biosynthesis"	NA	NA	""	2
"ADENINE-DEAMINASE-RXN"	"adenine deaminase"	"adenine[s] + H+[s] + H2O[s] => ammonium[s] + hypoxanthine[s]"	"ec-code/3.5.4.2"	"Candida_succiphila@Seq_2498"	0	1000	NA	NA	"rhea/23689;kegg.reaction/R01244"	"adenine salvage"	NA	NA	""	2
"RXN-13431"	"icosapentaenoate synthase"	"acetyl-CoA[s] + 9 malonyl-CoA[s] + 13 NADPH[s] + 21 H+[s] => (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate[s] + 9 CO2[s] + 10 coenzyme A[s] + 13 NADP+[s] + 8 H2O[s]"	"ec-code/2.3.1"	"Starmerella_bombicola_JCM9596@Seq_4063"	0	1000	NA	NA	""	"icosapentaenoate biosynthesis IV (bacteria)"	NA	NA	""	2
"RXN-13425"	"cocaine:ethanol transesterase"	"cocaine[s] + ethanol[s] <=> cocaethylene[s] + methanol[s]"	""	"yHMPu5000034933_Kuraishia_molischiana@Seq_269 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2488 or Fusarium_graminearum@Seq_561 or Saitoella_complicata@Seq_6708"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"RXN-13424"	"cocaine methylesterase"	"cocaine[s] + H2O[s] => benzoylecgonine[s] + methanol[s] + H+[s]"	"ec-code/3.1.1"	"yHMPu5000034933_Kuraishia_molischiana@Seq_269 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2488 or Fusarium_graminearum@Seq_561 or Saitoella_complicata@Seq_6708"	0	1000	NA	NA	""	""	NA	NA	"pubmed/7980644"	2
"RXN-13423"	"oleate ethyl ester synthase"	"ethanol[s] + oleate[s] + H+[s] => ethyl oleate[s] + H2O[s]"	""	"yHMPu5000034933_Kuraishia_molischiana@Seq_269 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2488 or Fusarium_graminearum@Seq_561 or Saitoella_complicata@Seq_6708"	0	1000	NA	NA	""	""	NA	NA	"pubmed/1429692"	2
"RXN-13394"	"4-hydroxybenzaldehyde dehydrogenase"	"4-hydroxybenzaldehyde[s] + NAD-P-OR-NOP[s] + H2O[s] => 4-hydroxybenzoate[s] + NADH-P-OR-NOP[s] + 2 H+[s]"	"ec-code/1.2.1.67"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_3403 or Metschnikowia_hibisci@Seq_562"	0	1000	NA	NA	""	"4-coumarate degradation (aerobic);4-coumarate degradation (anaerobic)"	NA	NA	"pubmed/19258534"	2
"RXN-13389"	"(4S)-2-acetyl-3,4,8,10,11,12-hexahydroxy-1,4-dihydrotetracen-1-one monooxygenase"	"(4S)-2-acetyl-3,4,8,10,11,12-hexahydroxy-1,4-dihydrotetracen-1-one[s] + 2 NADPH[s] + oxygen[s] + 3 H+[s] => 4-demethylpremithracinone[s] + 2 NADP+[s] + H2O[s]"	""	"Stagonospora_nodorum@Seq_4490 or Neurospora_crassa@Seq_8530"	0	1000	NA	NA	""	"mithramycin biosynthesis"	NA	NA	""	2
"RXN-13385"	"mithramycin dehydrogenase"	"mithramycin DK[s] + NADPH[s] + H+[s] => mithramycin[s] + NADP+[s]"	"ec-code/1.1.1"	"Stagonospora_nodorum@Seq_8106"	0	1000	NA	NA	""	"mithramycin biosynthesis"	NA	NA	"pubmed/19364090"	2
"RXN-9659"	"octanoyl-[acp] reductase;octanoyl-[acyl-carrier-protein] reductase"	"2-Octenoyl-ACPs[s] + NADH[s] + H+[s] => NAD+[s] + Octanoyl-ACPs[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"palmitate biosynthesis II (bacteria and plants)"	NA	NA	""	2
"RXN-16693"	"equisetin synthetase"	"ATP[s] + CPD-17994[s] + L-serine[s] => ACP[s] + AMP[s] + trichosetin[s] + diphosphate[s] + H+[s]"	"ec-code/6.3.2"	"Botrytis_cinerea@Seq_8147"	0	1000	NA	NA	""	"equisetin biosynthesis"	NA	NA	"pubmed/23614392"	2
"ACONITATE-DECARBOXYLASE-RXN"	"cis-aconitate decarboxylase"	"cis-aconitate[s] + H+[s] => CO2[s] + itaconate[s]"	"ec-code/4.1.1.6"	"Fusarium_graminearum@Seq_4719"	0	1000	NA	NA	"rhea/15254;kegg.reaction/R02243"	"itaconate biosynthesis I"	NA	NA	""	2
"RXN-13363"	"11-cis-retinol dehydrogenase"	"11-cis-retinol[s] + NADP+[s] <=> 11-cis-retinal[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1"	"yHMPu5000034885_Ogataea_zsoltii@Seq_459 or Lipomyces_starkeyi@Seq_1797 or Botrytis_cinerea@Seq_31 or yHMPu5000034885_Ogataea_zsoltii@Seq_1446 or Candida_versatilis@Seq_3532"	-1000	1000	NA	NA	""	""	NA	NA	"pubmed/12226107"	2
"RXN-13328"	"gamma-aminobutyrate transaminase (glyoxylate dependent)"	"4-aminobutanoate[s] + glyoxylate[s] <=> glycine[s] + succinate semialdehyde[s]"	"ec-code/2.6.1.96"	"yHMPu5000026124_Ogataea_henricii@Seq_5027"	-1000	1000	NA	NA	"kegg.reaction/R10179;rhea/32270"	""	NA	NA	"pubmed/12859897;pubmed/19264755;pubmed/19470656"	2
"ACETYLCHOLINESTERASE-RXN"	"acetylcholinesterase"	"acetylcholine[s] + H2O[s] => acetate[s] + choline[s] + H+[s]"	"ec-code/3.1.1.7"	"yHMPu5000026124_Ogataea_henricii@Seq_838 or Stagonospora_nodorum@Seq_9302 or yHMPu5000034748_Lipomyces_oligophaga@Seq_303 or Fusarium_graminearum@Seq_7316 or Botrytis_cinerea@Seq_3797 or Fusarium_graminearum@Seq_5860 or Neurospora_crassa@Seq_1361"	0	1000	NA	NA	"rhea/17561;kegg.reaction/R01026"	""	NA	NA	""	2
"ACETOLACTATE-DECARBOXYLASE-RXN"	"alpha-acetolactate decarboxylase"	"(S)-2-acetolactate[s] + H+[s] => CO2[s] + (R)-acetoin[s]"	"ec-code/4.1.1.5"	"Candida_versatilis@Seq_1097 or Candida_versatilis@Seq_2068"	0	1000	NA	NA	"rhea/21581;kegg.reaction/R02948"	"pyruvate fermentation to (R)-acetoin II"	NA	NA	""	2
"ACETOINDEHYDROG-RXN"	"diacetyl reductase"	"diacetyl[s] + NADH[s] + H+[s] => ACETOIN[s] + NAD+[s]"	"ec-code/1.1.1"	"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2645 or yHMPu5000034918_Nakazawaea_holstii@Seq_2751 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2298 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_3660"	0	1000	NA	NA	"kegg.reaction/R02343"	""	NA	NA	""	2
"RXN66-589"	"tamarixetin 4'-O-demethylase"	"tamarixetin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => quercetin[s] + formaldehyde[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + H2O[s]"	"ec-code/1.14.14.1"	"Sclerotinia_sclerotiorum@Seq_11175 or Aspergillus_nidulans@Seq_2433"	0	1000	NA	NA	""	""	NA	NA	""	2
"ACETATEKIN-RXN"	"acetate kinase"	"acetate[s] + ATP[s] <=> acetyl phosphate[s] + ADP[s]"	"ec-code/2.7.2.1"	"Fusarium_graminearum@Seq_733"	-1000	1000	NA	NA	"rhea/11355;kegg.reaction/R00315;kegg.reaction/R00315"	"glycine degradation (Stickland reaction);ethanolamine utilization;methanogenesis from acetate;Bifidobacterium shunt;purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);superpathway of fermentation (Chlamydomonas reinhardtii);gallate degradation III (anaerobic);mixed acid fermentation;L-lysine fermentation to acetate and butanoate;pyruvate fermentation to acetate IV;acetate and ATP formation from acetyl-CoA I;acetylene degradation;pyruvate fermentation to acetate II"	NA	NA	""	2
"7KAPSYN-RXN"	"8-amino-7-oxononanoate synthase"	"pimeloyl-CoA[s] + L-alanine[s] + H+[s] => 8-amino-7-oxononanoate[s] + CO2[s] + coenzyme A[s]"	"ec-code/2.3.1.47"	"Coccidioides_immitis@Seq_7976 or Geotrichum_candidum@Seq_4731"	0	1000	NA	NA	"rhea/20712;kegg.reaction/R03210"	"8-amino-7-oxononanoate biosynthesis III"	NA	NA	""	2
"6.3.4.11-RXN"	"biotin--[3-methylcrotonyl-CoA carboxylase] synthetase"	"3-methylcrotonoyl-CoA-carboxylase-lysine[s] + ATP[s] + biotin[s] => AMP[s] + Biotin-EC6-4-1-4[s] + diphosphate[s] + H+[s]"	"ec-code/6.3.4.11"	"Alloascoidea_hylecoeti@Seq_9064"	0	1000	NA	NA	"kegg.reaction/R04604"	""	NA	NA	""	2
"6.3.2.7-RXN"	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--lysine ligase"	"ATP[s] + L-lysine[s] + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate[s] => ADP[s] + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-L-lysine[s] + H+[s] + phosphate[s]"	"ec-code/6.3.2.7"	"Arthrobotrys_oligospora@Seq_1429"	0	1000	NA	NA	"rhea/17970;kegg.reaction/R02786;kegg.reaction/R02785"	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"	NA	NA	""	2
"RXN-9140"	"2-epi-5-epi-valiolone synthase"	"alpha-D-sedoheptulopyranose 7-phosphate[s] => 2-epi-5-epi-valiolone[s] + phosphate[s]"	"ec-code/4.2.3.152"	"Saitoella_complicata@Seq_2102"	0	1000	NA	NA	"rhea/44185"	"validamycin biosynthesis;gadusol biosynthesis"	NA	NA	""	2
"6.2.1.34-RXN"	"ferulate coenzyme A ligase;feruloyl-CoA synthetase"	"ATP[s] + coenzyme A[s] + ferulate[s] => AMP[s] + trans-feruloyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.34"	"Aspergillus_nidulans@Seq_6278"	0	1000	NA	NA	"rhea/36252;kegg.reaction/R02194"	"suberin monomers biosynthesis;ferulate degradation"	NA	NA	""	2
"6.2.1.28-RXN"	"(25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA ligase"	"ATP[s] + coenzyme A[s] + (25R)-3alpha,7alpha-dihydroxy-5-beta-cholestanate[s] => AMP[s] + (25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.28"	"Stagonospora_nodorum@Seq_6510"	0	1000	NA	NA	"rhea/21777;kegg.reaction/R04507"	"bile acid biosynthesis, neutral pathway"	NA	NA	""	2
"RXN-9092"	"4-hydroxybutyryl-CoA synthetase"	"4-hydroxybutanoate[s] + ATP[s] + coenzyme A[s] => 4-hydroxybutanoyl-CoA[s] + AMP[s] + diphosphate[s]"	"ec-code/6.2.1.40"	"Saitoella_complicata@Seq_4283"	0	1000	NA	NA	"rhea/23129;kegg.reaction/R09279"	"3-hydroxypropanoate/4-hydroxybutanate cycle"	NA	NA	""	2
"RXN-10659"	"3-oxo-cis-Delta9-hexadecenoyl-[acp] reductase"	"3-oxo-cis-D9-hexadecenoyl-ACPs[s] + NADPH[s] + H+[s] => 3-hydroxy-cis-D9-hexaecenoyl-ACPs[s] + NADP+[s]"	"ec-code/1.1.1.100"	"Aspergillus_nidulans@Seq_714"	0	1000	NA	NA	""	"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"	NA	NA	""	2
"RXN-16739"	"fusarin C synthetase"	"ATP[s] + CPD-18059[s] + L-homoserine[s] + NADPH[s] => ACP[s] + AMP[s] + prefusarin[s] + NADP+[s] + diphosphate[s] + H2O[s]"	"ec-code/6.3.2"	"Botrytis_cinerea@Seq_13247"	0	1000	NA	NA	""	"fusarin C biosynthesis"	NA	NA	"pubmed/23932525"	2
"RXN-9086"	"3-hydroxypropionyl-CoA synthetase;3-hydroxypropionate:CoA ligase"	"3-hydroxypropanoate[s] + ATP[s] + coenzyme A[s] => 3-hydroxypropanoyl-CoA[s] + AMP[s] + diphosphate[s]"	"ec-code/6.2.1.36"	"Botrytis_cinerea@Seq_8384"	0	1000	NA	NA	"rhea/26535;kegg.reaction/R09286"	"glyoxylate assimilation;3-hydroxypropanoate cycle;3-hydroxypropanoate/4-hydroxybutanate cycle"	NA	NA	""	2
"RXN-13142"	"NADPHX epimerase"	"(R)-NADPHX[s] => (S)-NADPHX[s]"	"ec-code/5.1.99.6"	"yHMPu5000035643_Yarrowia_bubula@Seq_288"	0	1000	NA	NA	"rhea/32227"	""	NA	NA	"pubmed/21994945"	2
"RXN-16684"	"apicidin synthetase"	"CPD-17982[s] => ACP[s] + apicidin[s]"	"ec-code/6.3.2"	"Xylona_heveae@Seq_6877"	0	1000	NA	NA	""	"apicidin biosynthesis"	NA	NA	"pubmed/20233305"	2
"RXN-13133"	"1,8-cineole 2-exo-monooxygenase"	"1,8-cineole[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 2-exo-hydroxy-1,8-cineole[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.56"	"Sclerotinia_sclerotiorum@Seq_11175 or Aspergillus_nidulans@Seq_2433"	0	1000	NA	NA	"rhea/32896"	""	NA	NA	""	2
"RXN-13129"	"4-hydroxyacetophenone monooxygenase"	"4-hydroxyacetophenone[s] + NADPH[s] + oxygen[s] => (4-hydroxyphenyl)acetate[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13.84"	"Aspergillus_nidulans@Seq_4875 or Metschnikowia_kipukae@Seq_1387"	0	1000	NA	NA	""	"4-hydroxyacetophenone degradation"	NA	NA	"pubmed/11322873"	2
"RXN-13126"	"4-hydroxyphenylacetate hydrolase"	"(4-hydroxyphenyl)acetate[s] + H2O[s] => acetate[s] + hydroquinone[s]"	"ec-code/3.1.1"	"yHMPu5000034974_Deakozyma_indianensis@Seq_2180"	0	1000	NA	NA	""	"4-hydroxyacetophenone degradation"	NA	NA	"pubmed/18502868"	2
"5.4.99.17-RXN"	"squalene hopene cyclase;hop-22(29)-ene synthase;squalene-hopene cyclase"	"squalene[s] => hop-22(29)-ene[s]"	"ec-code/5.4.99.17"	"Aspergillus_nidulans@Seq_2375"	0	1000	NA	NA	"rhea/17638;kegg.reaction/R07322"	"hopanoid biosynthesis (bacteria);diploterol and cycloartenol biosynthesis"	NA	NA	""	2
"RXN-15686"	"N-desmethyl-gliotoxin N-methyltransferase"	"N-desmethyl-gliotoxin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + gliotoxin[s] + H+[s]"	"ec-code/2.1.1"	"Fusarium_graminearum@Seq_3155"	0	1000	NA	NA	""	"gliotoxin biosynthesis"	NA	NA	"pubmed/25062268"	2
"RXN-13073"	"L-arginine amidinotransferase"	"L-arginine[s] + L-lysine[s] <=> L-homoarginine[s] + L-ornithine[s]"	""	"Neurospora_crassa@Seq_7453"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"RXN-13067"	"4-methylaminobutyrate oxidase (demethylating)"	"4-methylaminobutanoate[s] + oxygen[s] + H2O[s] => 4-aminobutanoate[s] + formaldehyde[s] + hydrogen peroxide[s]"	"ec-code/1.5.3.19"	"Aspergillus_nidulans@Seq_10124"	0	1000	NA	NA	"rhea/33908"	"nicotine degradation I (pyridine pathway)"	NA	NA	""	2
"5-NUCLEOTID-RXN"	"UMP phosphatase;5'-nucleotidase;ribonucleoside monophosphate phosphohydrolase;nucleoside 5'-monophosphate phosphatase;5'-ribonucleotidase;pyrimidine nucleotidase"	"Ribonucleoside-Monophosphates[s] + H2O[s] => phosphate[s] + Ribonucleosides[s]"	"ec-code/3.1.3.5"	"Fusarium_graminearum@Seq_4952"	0	1000	NA	NA	"rhea/12485;kegg.reaction/R07297"	""	NA	NA	""	2
"4.99.1.7-RXN"	"phenylacetaldoxime dehydratase"	"(Z)-phenylacetaldehyde oxime[s] => phenylacetonitrile[s] + H2O[s]"	"ec-code/4.99.1.7"	"Lachancea_dasiensis@Seq_143"	0	1000	NA	NA	"rhea/20070;kegg.reaction/R07638"	"prunasin and amygdalin biosynthesis"	NA	NA	""	2
"4.4.1.25-RXN"	"L-cysteate sulfo-lyase"	"L-cysteate[s] + H2O[s] => ammonium[s] + H+[s] + pyruvate[s] + sulfite[s]"	"ec-code/4.4.1.25"	"Fusarium_graminearum@Seq_1844 or Aspergillus_nidulans@Seq_5129 or Lachancea_cidri@Seq_4661"	0	1000	NA	NA	"rhea/13442;kegg.reaction/R07634"	"sulfolactate degradation III"	NA	NA	""	2
"4.4.1.14-RXN"	"1-aminocyclopropane-1-carboxylate synthase"	"S-ADENOSYLMETHIONINE[s] => S-methyl-5'-thioadenosine[s] + 1-aminocyclopropane-1-carboxylate[s] + H+[s]"	"ec-code/4.4.1.14"	"Botrytis_cinerea@Seq_15889"	0	1000	NA	NA	"rhea/21747;kegg.reaction/R00179"	"L-methionine salvage cycle II (plants);ethylene biosynthesis I (plants)"	NA	NA	""	2
"4.3.1.15-RXN"	"2,3-diaminopropionate ammonia-lyase"	"23-Diaminopropanoate[s] + H2O[s] => 2 ammonium[s] + pyruvate[s]"	"ec-code/4.3.1.15"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_1935"	0	1000	NA	NA	"rhea/22085;kegg.reaction/R00195"	""	NA	NA	""	2
"RXN-17126"	"enoyl-[acyl-carrier-protein] reductase (NADH)"	"NADH[s] + H+[s] + TRANS-D2-ENOYL-ACP[s] => NAD+[s] + Saturated-Fatty-Acyl-ACPs[s]"	"ec-code/1.3.1.M3"	"Arxula_adeninivorans@Seq_2976"	0	1000	NA	NA	""	"triclosan resistance"	NA	NA	""	2
"RXN-8991"	"(2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"	"(2R,3S)-3-isopropylmalate[s] <=> 2-isopropylmaleate[s] + H2O[s]"	""	"yHMPu5000034952_Citeromyces_siamensis@Seq_6028"	-1000	1000	NA	NA	"rhea/10676;kegg.reaction/R04001"	"L-leucine biosynthesis;3-methylbutanol biosynthesis (engineered)"	NA	NA	""	2
"RXN-16675"	"apicidin F synthetase"	"3 ATP[s] + L-2-aminooctanedioate[s] + 9-N-methoxy-tryptophan[s] + CPD-17983[s] + L-phenylalanine[s] => 3 AMP[s] + CPD-17990[s] + 3 diphosphate[s] + 4 H+[s]"	"ec-code/6.3.2"	"Fusarium_graminearum@Seq_6639"	0	1000	NA	NA	""	"apicidin F biosynthesis"	NA	NA	"pubmed/25058475"	2
"4.2.3.12-RXN"	"6-pyruvoyltetrahydropterin synthase;6-pyruvoyl tetrahydrobiopterin synthase;6-pyruvoyl-tetrahydropterin synthase"	"7,8-dihydroneopterin 3'-triphosphate[s] => (6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin[s] + triphosphate[s] + H+[s]"	"ec-code/4.2.3.12"	"Saitoella_complicata@Seq_1276"	0	1000	NA	NA	"rhea/22049;kegg.reaction/R04286"	"drosopterin and aurodrosopterin biosynthesis;threo-tetrahydrobiopterin biosynthesis;erythro-tetrahydrobiopterin biosynthesis II;erythro-tetrahydrobiopterin biosynthesis I"	NA	NA	""	2
"RXN-12920"	"glucosyl-oleandomycin glucohydrolase"	"glucosyl-oleandomycin[s] + H2O[s] => Glucopyranose[s] + oleandomycin[s]"	"ec-code/3.2.1"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6337 or yHMPu5000034760_Lipomyces_kononenkoae@Seq_6804 or Fusarium_graminearum@Seq_4311 or yHMPu5000034670_Blastobotrys_proliferans@Seq_7210 or Metschnikowia_santaceciliae@Seq_5740"	0	1000	NA	NA	""	"oleandomycin activation/inactivation"	NA	NA	"pubmed/1530845"	2
"RXN-8986"	"ascopyrone M isomerase"	"ascopyrone M[s] => microthecin[s]"	""	"Aspergillus_nidulans@Seq_205"	0	1000	NA	NA	"rhea/13746;kegg.reaction/R09695"	"glycogen degradation III (via anhydrofructose)"	NA	NA	""	2
