"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"ACETATEKIN-RXN"	"acetate kinase"	"acetate[s] + ATP[s] <=> acetyl phosphate[s] + ADP[s]"	"ec-code/2.7.2.1"	"Fusarium_graminearum@Seq_733"	-1000	1000	NA	NA	"rhea/11355;kegg.reaction/R00315;kegg.reaction/R00315"	"glycine degradation (Stickland reaction);ethanolamine utilization;methanogenesis from acetate;Bifidobacterium shunt;purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);superpathway of fermentation (Chlamydomonas reinhardtii);gallate degradation III (anaerobic);mixed acid fermentation;L-lysine fermentation to acetate and butanoate;pyruvate fermentation to acetate IV;acetate and ATP formation from acetyl-CoA I;acetylene degradation;pyruvate fermentation to acetate II"	NA	NA	""	2
"RXN-9140"	"2-epi-5-epi-valiolone synthase"	"alpha-D-sedoheptulopyranose 7-phosphate[s] => 2-epi-5-epi-valiolone[s] + phosphate[s]"	"ec-code/4.2.3.152"	"Saitoella_complicata@Seq_2102"	0	1000	NA	NA	"rhea/44185"	"validamycin biosynthesis;gadusol biosynthesis"	NA	NA	""	2
"RXN-13129"	"4-hydroxyacetophenone monooxygenase"	"4-hydroxyacetophenone[s] + NADPH[s] + oxygen[s] => (4-hydroxyphenyl)acetate[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13.84"	"Aspergillus_nidulans@Seq_4875"	0	1000	NA	NA	""	"4-hydroxyacetophenone degradation"	NA	NA	"pubmed/11322873"	2
"4.4.1.25-RXN"	"L-cysteate sulfo-lyase"	"L-cysteate[s] + H2O[s] => ammonium[s] + H+[s] + pyruvate[s] + sulfite[s]"	"ec-code/4.4.1.25"	"Lachancea_cidri@Seq_4661"	0	1000	NA	NA	"rhea/13442;kegg.reaction/R07634"	"sulfolactate degradation III"	NA	NA	""	2
"RXN-12932"	"dTDP-(2R,4S,6S)-4,6-dihydroxy-2,4-dimethyloxan-3-one 4-ketoreductase"	"dTDP-4-dehydro-3-C-methyl-2,6-dideoxy-alpha-D-glucose[s] + NADPH[s] + H+[s] => dTDP-D-mycarose[s] + NADP+[s]"	"ec-code/1.1.1"	"yHMPu5000035691_Candida_salmanticensis@Seq_907"	0	1000	NA	NA	""	"dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis"	NA	NA	"pubmed/21960454"	2
"RXN-8991"	"(2R,3S)-3-isopropylmalate hydro-lyase (2-isopropylmaleate-forming)"	"(2R,3S)-3-isopropylmalate[s] <=> 2-isopropylmaleate[s] + H2O[s]"	""	"yHMPu5000034952_Citeromyces_siamensis@Seq_6028"	-1000	1000	NA	NA	"rhea/10676;kegg.reaction/R04001"	"L-leucine biosynthesis;3-methylbutanol biosynthesis (engineered)"	NA	NA	""	2
"RXN-12920"	"glucosyl-oleandomycin glucohydrolase"	"glucosyl-oleandomycin[s] + H2O[s] => Glucopyranose[s] + oleandomycin[s]"	"ec-code/3.2.1"	"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6337"	0	1000	NA	NA	""	"oleandomycin activation/inactivation"	NA	NA	"pubmed/1530845"	2
"RXN-8974"	"malonic semialdehyde reductase;malonate semialdehyde reductase;3-hydroxypropionate:NADP+ oxidoreductase"	"3-oxopropanoate[s] + NADPH[s] + H+[s] => 3-hydroxypropanoate[s] + NADP+[s]"	"ec-code/1.1.1.298"	"yHMPu5000034902_Ogataea_minuta@Seq_2420 or yHMPu5000035274_Wickerhamomyces_alni@Seq_1038 or Wickerhamiella_domercqiae@Seq_1860"	0	1000	NA	NA	"rhea/26440;kegg.reaction/R09289"	"glyoxylate assimilation;3-hydroxypropanoate cycle;3-hydroxypropanoate/4-hydroxybutanate cycle;uracil degradation III"	NA	NA	""	2
"RXN-16180"	"enoyl reductase;prochaetoglobosin I synthetase"	"acetyl-CoA[s] + ACP[s] + 8 malonyl-CoA[s] + 9 NADPH[s] + 14 H+[s] + 3 S-ADENOSYLMETHIONINE[s] => 3 S-adenosyl-L-homocysteine[s] + 8 CO2[s] + 9 coenzyme A[s] + CPD-17434[s] + 9 NADP+[s] + 7 H2O[s]"	"ec-code/2.3.1"	"Botrytis_cinerea@Seq_11552"	0	1000	NA	NA	""	"chaetoglobosin A biosynthesis"	NA	NA	"pubmed/23611317"	2
"RXN-12884"	"ent-cassadiene 11alpha-hydroxylase"	"ent-cassa-12,15-diene[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ent-11beta-hydroxy-ent-cassa-12,15-diene[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.112"	"Fusarium_graminearum@Seq_10803"	0	1000	NA	NA	"kegg.reaction/R09866;rhea/31970"	"phytocassanes biosynthesis, shared reactions"	NA	NA	""	2
"RXN-8946"	"propanal:NAD(P)+ oxidoreductase"	"1-propanal[s] + NAD-P-OR-NOP[s] + H2O[s] => NADH-P-OR-NOP[s] + propanoate[s] + 2 H+[s]"	""	"yHMPu5000034655_Botryozyma_nematodophila@Seq_1245"	0	1000	NA	NA	"rhea/27919"	"isopropylamine degradation"	NA	NA	""	2
"RXN-8945"	"L-2-aminopropionaldehyde:NAD(P)+ oxidoreductase"	"L-2-aminopropionaldehyde[s] + NAD-P-OR-NOP[s] + H2O[s] => L-alanine[s] + NADH-P-OR-NOP[s] + 2 H+[s]"	""	"yHMPu5000034655_Botryozyma_nematodophila@Seq_1245"	0	1000	NA	NA	""	"isopropylamine degradation"	NA	NA	""	2
"RXN-8925"	"vanillin aminotransferase"	"Aminated-Amine-Donors[s] + vanillin[s] <=> vanillylamine[s] + Deaminated-Amine-Donors[s]"	"ec-code/2.6.1"	"yHMPu5000041863_Candida_gorgasii@Seq_3136"	-1000	1000	NA	NA	""	"capsaicin biosynthesis"	NA	NA	"pubmed/Curry99"	2
"RXN-8893"	"clavulanate dehydrogenase"	"clavaldehyde[s] + NADPH[s] + H+[s] <=> clavulanate[s] + NADP+[s]"	""	"Candida_infanticola@Seq_2654 or yHMPu5000041855_Candida_ascalaphidarum@Seq_2625"	-1000	1000	NA	NA	"rhea/42071;kegg.reaction/R05471"	"clavulanate biosynthesis"	NA	NA	""	2
"4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN"	"4-hydroxyphenylpyruvate dioxygenase"	"oxygen[s] + 3-(4-hydroxyphenyl)pyruvate[s] => CO2[s] + homogentisate[s]"	"ec-code/1.13.11.27"	"yHMPu5000035261_Candida_ponderosae@Seq_4523 or Coccidioides_immitis@Seq_1519 or yHMPu5000034952_Citeromyces_siamensis@Seq_4669"	0	1000	NA	NA	"rhea/16190;kegg.reaction/R02521"	"plastoquinol-9 biosynthesis I;vitamin E biosynthesis (tocopherols);L-tyrosine degradation I"	NA	NA	""	2
"4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN"	"4-hydroxy-2-ketopimelate aldolase"	"(4S)-4-hydroxy-2-oxoheptanedioate[s] => pyruvate[s] + succinate semialdehyde[s]"	"ec-code/4.1.2.52"	"Fusarium_graminearum@Seq_13177"	0	1000	NA	NA	"rhea/25789;kegg.reaction/R01647;kegg.reaction/R01645"	"4-hydroxyphenylacetate degradation"	NA	NA	""	2
"4-COUMARATE--COA-LIGASE-RXN"	"4-coumaroyl-CoA synthetase;4-coumarate coenzyme A ligase;4-coumarate:CoA ligase;4-coumarate--CoA ligase;4-coumarate-CoA ligase"	"ATP[s] + coenzyme A[s] + 4-coumarate[s] => AMP[s] + (E)-4-coumaroyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.12"	"Coccidioides_immitis@Seq_4073"	0	1000	NA	NA	"rhea/19642;kegg.reaction/R01616"	"rosmarinic acid biosynthesis I;4-coumarate degradation (aerobic);flavonoid di-C-glucosylation;flavonoid biosynthesis;6-gingerol analog biosynthesis (engineered);phenylpropanoid biosynthesis;coumarins biosynthesis (engineered);naringenin biosynthesis (engineered);4-coumarate degradation (anaerobic);umbelliferone biosynthesis;4-hydroxybenzoate biosynthesis III (plants);phaselate biosynthesis;xanthohumol biosynthesis"	NA	NA	""	2
"RXN-8668"	"protein-methionine-S-oxide reductase"	"Protein-L-methionine-S-S-oxides[s] + Red-Thioredoxin[s] => Ox-Thioredoxin[s] + Protein-L-methionine[s] + H2O[s]"	"ec-code/1.8.4.11"	"Yarrowia_keelungensis@Seq_2603 or yHMPu5000035279_Tortispora_starmeri@Seq_1271 or yHMPu5000034952_Citeromyces_siamensis@Seq_7917"	0	1000	NA	NA	"rhea/14219;kegg.reaction/R04120"	""	NA	NA	""	2
"ENOYL-ACP-REDUCT-NADH-RXN"	"enoyl-[acyl-carrier-protein] reductase (NADH);2,3,4-saturated-fatty-acid-[acp] reductase;2,3,4-saturated fatty acyl-[acp]:NAD+ oxidoreductase"	"NADH[s] + H+[s] + TRANS-D2-ENOYL-ACP[s] => NAD+[s] + Saturated-Fatty-Acyl-ACPs[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	"kegg.reaction/R01403"	"fatty acid elongation -- saturated"	NA	NA	""	2
"3PGAREARR-RXN"	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase;2,3-bisphosphoglycerate-dependent phosphoglycerate mutase;cofactor-independent phosphoglycerate mutase"	"2-phospho-D-glycerate[s] <=> 3-phospho-D-glycerate[s]"	"ec-code/5.4.2.12"	"Lipomyces_starkeyi@Seq_2577"	-1000	1000	NA	NA	"rhea/15904;kegg.reaction/R01518"	"glycolysis V (Pyrococcus);Entner-Doudoroff pathway III (semi-phosphorylative);glycolysis III (from glucose);gluconeogenesis II (Methanobacterium thermoautotrophicum);gluconeogenesis I;glycerol degradation to butanol;glycolysis I (from glucose 6-phosphate);Bifidobacterium shunt;glycolysis II (from fructose 6-phosphate);superpathway of glucose and xylose degradation;photosynthetic 3-hydroxybutanoate biosynthesis (engineered);ethylene biosynthesis V (engineered);1-butanol autotrophic biosynthesis (engineered);Rubisco shunt;glycolysis IV (plant cytosol)"	NA	NA	""	2
"RXN-15680"	"glutathione S-transferase"	"3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine[s] + 2 glutathione[s] => 3-benzyl-3,6 -bis(glutathione)- 6-(hydroxymethyl)-diketopiperazine[s] + 2 H2O[s]"	"ec-code/2.5.1.18"	"Xylona_heveae@Seq_2394"	0	1000	NA	NA	""	"gliotoxin biosynthesis"	NA	NA	"pubmed/21513890"	2
"RXN-8824"	"4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate hydrolase"	"4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate[s] + H2O[s] => CPD-12179[s] + pyruvate[s]"	"ec-code/3.7.1"	"Fusarium_graminearum@Seq_10185 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_3262 or Stagonospora_nodorum@Seq_11729 or Spathaspora_hagerdaliae@Seq_480 or Neurospora_crassa@Seq_3608"	0	1000	NA	NA	""	"2,4-dinitrotoluene degradation"	NA	NA	""	2
"4.2.1.107-RXN"	"(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase"	"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl CoA[s] <=> (24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[s] + H2O[s]"	"ec-code/4.2.1.107"	"Stagonospora_nodorum@Seq_9339"	-1000	1000	NA	NA	"kegg.reaction/R04813"	"bile acid biosynthesis, neutral pathway"	NA	NA	""	2
"RXN-12734"	"2-hydroxyhexa-2,4-dienoate hydratase"	"(2Z,4Z)-2-hydroxyhexa-2,4-dienoate[s] + H2O[s] => (S)-4-hydroxy-2-oxohexanoate[s]"	"ec-code/4.2.1.132"	"Aspergillus_nidulans@Seq_6840"	0	1000	NA	NA	"kegg.reaction/R09960;rhea/32538"	"androstenedione degradation"	NA	NA	""	2
"RXN-11478"	"enoylglutaryl-[acp] methyl ester reductase"	"Enoylglutaryl-ACP-methyl-esters[s] + NADH[s] + H+[s] => Glutaryl-ACP-methyl-esters[s] + NAD+[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"8-amino-7-oxononanoate biosynthesis I"	NA	NA	""	2
"RXN-9663"	"palmitoyl-[acp] reductase;palmitoyl-[acyl-carrier-protein] reductase"	"2-Hexadecenoyl-ACPs[s] + NADH[s] + H+[s] => NAD+[s] + Palmitoyl-ACPs[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"palmitate biosynthesis II (bacteria and plants)"	NA	NA	""	2
"PYROGLUTAMYL-PEPTIDASE-I-RXN"	"pyroglutamyl-peptidase;pyroglutamyl-peptidase I"	"Protein-N-terminal-5-oxo-prolines[s] + H2O[s] => 5-oxo-L-proline[s] + Peptide-Holder-Alternative[s]"	"ec-code/3.4.19.3"	"Yarrowia_keelungensis@Seq_3983"	0	1000	NA	NA	""	"5-oxo-L-proline metabolism"	NA	NA	""	2
"3.5.1.26-RXN"	"L-asparaginase"	"N4-(beta-N-acetyl-D-glucosaminyl)-L-asparagine[s] + H2O[s] => L-aspartate[s] + N-acetyl-beta-glucosaminylamine[s] + H+[s]"	"ec-code/3.5.1.26"	"Neurospora_crassa@Seq_10090"	0	1000	NA	NA	"rhea/11545;kegg.reaction/R03421"	"L-asparagine degradation III (mammalian)"	NA	NA	""	2
"RXN-8568"	"acryloyl-CoA reductase"	"acryloyl-CoA[s] + NADH[s] + H+[s] => NAD+[s] + propanoyl-CoA[s]"	"ec-code/1.3.1.95"	"yHMPu5000035261_Candida_ponderosae@Seq_1463"	0	1000	NA	NA	"kegg.reaction/R10161;rhea/34474"	"pyruvate fermentation to propanoate II (acrylate pathway)"	NA	NA	""	2
"RXN-8773"	"D-xylose reductase"	"NADP+[s] + xylitol[s] <=> D-Xylopyranose[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1.21"	"Alloascoidea_hylecoeti@Seq_1774"	-1000	1000	NA	NA	"rhea/27448;kegg.reaction/R01431"	"D-xylose degradation II"	NA	NA	"pubmed/9307017;pubmed/14690376;pubmed/19342796;pubmed/3921014;pubmed/20093741;pubmed/14532079;pubmed/15746370"	2
"BUTYRYL-COA-DEHYDROGENASE-RXN"	"butyryl-CoA dehydrogenase;butanoyl-CoA dehydrogenase"	"butanoyl-CoA[s] + ETF-Oxidized[s] + H+[s] <=> crotonyl-CoA[s] + ETF-Reduced[s]"	"ec-code/1.3.8.1"	"Coccidioides_immitis@Seq_301"	-1000	1000	NA	NA	"rhea/24006;kegg.reaction/R01178"	"L-glutamate degradation V (via hydroxyglutarate);4-aminobutanoate degradation V;succinate fermentation to butanoate;acetyl-CoA fermentation to butanoate II;gallate degradation III (anaerobic);L-lysine fermentation to acetate and butanoate;pyruvate fermentation to butanoate;pyruvate fermentation to butanol I"	NA	NA	"pubmed/13130521;pubmed/13319294;pubmed/13130522;pubmed/7601336"	2
"RXN-12673"	"perakine reductase"	"perakine[s] + NADPH[s] + H+[s] => raucaffrinoline[s] + NADP+[s]"	"ec-code/1.1.1.317"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_1606 or Sclerotinia_sclerotiorum@Seq_9564 or yHMPu5000034761_Lipomyces_lipofer@Seq_3229 or Aspergillus_nidulans@Seq_9846 or Fusarium_graminearum@Seq_3790 or yHMPu5000034749_Lipomyces_mesembrius@Seq_5064 or yHMPu5000034749_Lipomyces_mesembrius@Seq_5006"	0	1000	NA	NA	"kegg.reaction/R09806;rhea/31678"	""	NA	NA	""	2
"RXN-8739"	"4-nitrophenol 4-monooxygenase"	"NADH-P-OR-NOP[s] + oxygen[s] + 4-nitrophenol[s] + H+[s] => NAD-P-OR-NOP[s] + nitrite[s] + 1,4-benzoquinone[s] + H2O[s]"	"ec-code/1.14.13.167"	"Sporopachydermia_quercuum@Seq_1832 or yHMPu5000034604_Sporopachydermia_lactativora@Seq_3428"	0	1000	NA	NA	"rhea/34330;kegg.reaction/R05258"	"4-nitrophenol degradation I"	NA	NA	""	2
"RXN-9660"	"decanoyl-[acp] reductase;decanoyl-[acyl-carrier-protein] reductase"	"NADH[s] + H+[s] + Trans-D2-decenoyl-ACPs[s] => Decanoyl-ACPs[s] + NAD+[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"palmitate biosynthesis II (bacteria and plants)"	NA	NA	""	2
"RXN-16698"	"trans-enoyl reductase;fusaridione A synthetase"	"acetyl-CoA[s] + ACP[s] + 6 malonyl-CoA[s] + 5 NADPH[s] + 7 H+[s] + 4 S-ADENOSYLMETHIONINE[s] => 4 S-adenosyl-L-homocysteine[s] + 6 CO2[s] + 7 coenzyme A[s] + CPD-17997[s] + 5 NADP+[s] + 5 H2O[s]"	"ec-code/2.3.1"	"Sclerotinia_sclerotiorum@Seq_1972 or Fusarium_graminearum@Seq_1741"	0	1000	NA	NA	""	"fusaridione A biosynthesis"	NA	NA	"pubmed/23614392"	2
"RXN-12585"	"all-trans-retinal dehydrogenase"	"CRPB-all-trans-Retinal[s] + NAD+[s] + H2O[s] => Cellular-Retinol-Binding-Proteins[s] + NADH[s] + 2 H+[s] + all-trans-retinoate[s]"	"ec-code/1.2.1.36"	"Saitoella_complicata@Seq_5154 or Fusarium_graminearum@Seq_5115 or Aspergillus_nidulans@Seq_2595"	0	1000	NA	NA	""	"retinoate biosynthesis I"	NA	NA	"pubmed/4312676"	2
"RXN-12575"	"all-trans-retinyl-ester hydrolase"	"All-trans-Retinyl-Esters[s] + H2O[s] => all-trans-retinol[s] + Fatty-Acids[s] + H+[s]"	"ec-code/3.1.1.1"	"Coccidioides_immitis@Seq_9066"	0	1000	NA	NA	""	"retinol biosynthesis"	NA	NA	"pubmed/3793734"	2
"RXN-12570"	"3-hydroxyhexanoyl-CoA dehydrogenase"	"3-oxohexanoyl-CoA[s] + NADH[s] + H+[s] => NAD+[s] + (S)-3-hydroxyhexanoyl-CoA[s]"	"ec-code/1.1.1.35"	"Lipomyces_starkeyi@Seq_7051"	0	1000	NA	NA	"rhea/31144;kegg.reaction/R04748"	"pyruvate fermentation to hexanol (engineered)"	NA	NA	"pubmed/21707101"	2
"RXN-12567"	"3-hydroxyhexanoyl-CoA dehydratase"	"(S)-3-hydroxyhexanoyl-CoA[s] => trans-hex-2-enoyl-CoA[s] + H2O[s]"	"ec-code/4.2.1.17"	"Coccidioides_immitis@Seq_9397"	0	1000	NA	NA	"rhea/30549;kegg.reaction/R04749"	"pyruvate fermentation to hexanol (engineered)"	NA	NA	"pubmed/21707101"	2
"RXN-15564"	"N-terminal E2 ubiquitin-conjugating enzyme"	"N-terminal-Amino-Acids[s] + S-ubi-N-term-specific-UCP-E2-L-cysteine[s] => N-terminal-specific-UCP-E2-L-cysteine[s] + N-terminal-ubiquitinyl-proteins[s] + H+[s]"	""	"Komagataella_pastoris@Seq_4575"	0	1000	NA	NA	""	"protein ubiquitination"	NA	NA	""	2
"RXN-8667"	"hydroperoxidase;catalase-peroxidase"	"Donor-H2[s] + hydrogen peroxide[s] => Acceptor[s] + 2 H2O[s]"	"ec-code/1.11.1.21"	"Candida_apicola@Seq_2135"	0	1000	NA	NA	"rhea/30276;kegg.reaction/R03532"	""	NA	NA	""	2
"RXN-19445"	"2,3-dihydroxybenzoate-[aryl-carrier protein] ligase"	"2,3-dihydroxybenzoate[s] + ATP[s] + Holo-EntB[s] => 23DHB-EntB[s] + AMP[s] + diphosphate[s]"	"ec-code/6.2.1.ac"	"Candida_versatilis@Seq_2347"	0	1000	NA	NA	""	""	NA	NA	"pubmed/11112538"	2
"2.3.1.168-RXN"	"lipoamide acyltransferase;dihydrolipoyllysine-residue (2-methylpropanoyl)transferase"	"BCAA-dehydrogenase-DH-lipoyl[s] + isobutanoyl-CoA[s] <=> BCAA-dehydrogenase-2MP-DH-lipoyl[s] + coenzyme A[s]"	"ec-code/2.3.1.168"	"Geotrichum_candidum@Seq_6513"	-1000	1000	NA	NA	"kegg.reaction/R02662"	"2-oxoisovalerate decarboxylation to isobutanoyl-CoA"	NA	NA	""	2
"RXN-12543"	"N,N'-diacetylchitobiose deacetylase"	"CHITOBIOSE[s] + H2O[s] => acetate[s] + beta-D-glucosaminyl-(1rarr4)-N-acetyl-D-glucosamine[s]"	"ec-code/3.5.1"	"Stagonospora_nodorum@Seq_1467"	0	1000	NA	NA	""	"chitin degradation I (archaea)"	NA	NA	""	2
"RXN-13685"	"adrenodoxin-NADP+ reductase"	"NADPH[s] + 2 Oxidized-adrenal-ferredoxins[s] => NADP+[s] + H+[s] + 2 Reduced-adrenal-ferredoxins[s]"	"ec-code/1.18.1.6"	"yHMPu5000026142_Citeromyces_matritensis@Seq_4785"	0	1000	NA	NA	"kegg.reaction/R10159"	""	NA	NA	"pubmed/4144106;pubmed/235468;pubmed/6766943;pubmed/3011431;pubmed/2924777;pubmed/10369776"	2
"RXN-12538"	"2-oxoglutarate oxygenase/decarboxylase (ethylene-forming)"	"2-oxoglutarate[s] + oxygen[s] + 2 H+[s] => 3 CO2[s] + ethene[s] + H2O[s]"	"ec-code/1.13.12.19"	"Neurospora_crassa@Seq_7968"	0	1000	NA	NA	"kegg.reaction/R09784;rhea/31526"	"ethylene biosynthesis IV (engineered);ethylene biosynthesis II (microbes);ethylene biosynthesis V (engineered)"	NA	NA	"pubmed/1445291;pubmed/1770346"	2
"RXN-12536"	"L-hydroxyarginine lyase"	"(3S)-3-hydroxy-L-arginine[s] => guanidinium[s] + (S)-1-pyrroline-5-carboxylate[s] + H+[s] + H2O[s]"	""	"Neurospora_crassa@Seq_7968"	0	1000	NA	NA	"kegg.reaction/R10082;rhea/31530"	"ethylene biosynthesis II (microbes)"	NA	NA	""	2
"RXN-8632"	"L-1,2-propanediol dehydrogenase;L-1,2-propanediol reductase"	"NAD+[s] + (S)-propane-1,2-diol[s] <=> acetol[s] + NADH[s] + H+[s]"	""	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_10929"	-1000	1000	NA	NA	"rhea/28667"	"acetone degradation III (to propane-1,2-diol);methylglyoxal degradation III"	NA	NA	""	2
"RXN-8630"	"acetone monooxygenase"	"acetone[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => acetol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.1"	"Fusarium_graminearum@Seq_3909"	0	1000	NA	NA	""	"acetone degradation I (to methylglyoxal);acetone degradation III (to propane-1,2-diol)"	NA	NA	""	2
"RXN-12510"	"kaempferol 3'-monooxygenase;kaempferol 3'-hydroxylase"	"kaempferol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => quercetin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14.82"	"Stagonospora_nodorum@Seq_1625"	0	1000	NA	NA	"kegg.reaction/R06538"	"flavonol biosynthesis"	NA	NA	"pubmed/6884346;pubmed/20357139"	2
"RXN0-2145"	"cis-Delta5-dodecenoyl-[acp]:NAD+ oxidoreductase"	"NADH[s] + H+[s] + Trans-D3-cis-D5-dodecenoyl-ACPs[s] => Cis-Delta5-dodecenoyl-ACPs[s] + NAD+[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"(5Z)-dodecenoate biosynthesis II;(5Z)-dodecenoate biosynthesis I"	NA	NA	""	2
"RXN-9657"	"crotonyl-[acyl-carrier-protein] reductase (NADH);crotonyl-[acp] reductase"	"Crotonyl-ACPs[s] + NADH[s] + H+[s] => Butanoyl-ACPs[s] + NAD+[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"palmitate biosynthesis II (bacteria and plants)"	NA	NA	""	2
"RXN-12444"	"FMN reductase (NADPH)"	"FMN[s] + NADPH[s] + 2 H+[s] => FMNH2[s] + NADP+[s]"	"ec-code/1.5.1.38"	"Aspergillus_nidulans@Seq_9044"	0	1000	NA	NA	"rhea/21626"	"bacterial bioluminescence;two-component alkanesulfonate monooxygenase"	NA	NA	""	2
"RXN-8581"	"4-methylbenzyl alcohol dehydrogenase"	"4-methylbenzyl alcohol[s] + NAD+[s] => 4-methylbenzaldehyde[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.90"	"Aspergillus_nidulans@Seq_2958"	0	1000	NA	NA	"kegg.reaction/R05282"	"1,4-dimethylbenzene degradation to 4-methylbenzoate"	NA	NA	""	2
"RXN-8580"	"3-methylbenzyl alcohol dehydrogenase"	"3-methylbenzyl alcohol[s] + NAD+[s] => 3-methylbenzaldehyde[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.90"	"Aspergillus_nidulans@Seq_2958"	0	1000	NA	NA	"kegg.reaction/R05347"	"1,3-dimethylbenzene degradation to 3-methylbenzoate"	NA	NA	""	2
"RXN-12412"	"neurosporene desaturase;all-trans-neurosporene desaturase"	"Acceptor[s] + all-trans neurosporene[s] => all-trans-lycopene[s] + Donor-H2[s]"	""	"Sclerotinia_sclerotiorum@Seq_11605"	0	1000	NA	NA	"kegg.reaction/R04800;rhea/30626"	"trans-lycopene biosynthesis I;okenone biosynthesis;spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"	NA	NA	"pubmed/17662111"	2
"RXN-12402"	"isoprimeverose alpha-xylosidase"	"isoprimeverose[s] + H2O[s] => Glucopyranose[s] + alpha-D-xylopyranose[s]"	"ec-code/3.2.1.177"	"yHMPu5000035044_Barnettozyma_californica@Seq_4462 or Metschnikowia_shivogae@Seq_2677"	0	1000	NA	NA	""	"xyloglucan degradation II (exoglucanase)"	NA	NA	"pubmed/11523897"	2
"RXN-12400"	"XLLG xyloglucan oligosaccharide beta-galactosidase"	"XLLG xyloglucan oligosaccharide[s] + 2 H2O[s] => XXXG xyloglucan oligosaccharide[s] + 2 D-galactopyranose[s]"	"ec-code/3.2.1.23"	"Botrytis_cinerea@Seq_200"	0	1000	NA	NA	""	"xyloglucan degradation II (exoglucanase)"	NA	NA	"pubmed/15541296"	2
"RXN-12399"	"XLXG xyloglucan oligosaccharide beta-galactosidase"	"XLXG xyloglucan oligosaccharide[s] + H2O[s] => XXXG xyloglucan oligosaccharide[s] + D-galactopyranose[s]"	"ec-code/3.2.1.23"	"Botrytis_cinerea@Seq_200"	0	1000	NA	NA	""	"xyloglucan degradation II (exoglucanase)"	NA	NA	"pubmed/15541296"	2
"RXN-12398"	"XXLG xyloglucan oligosaccharide beta-galactosidase"	"XXLG xyloglucan oligosaccharide[s] + H2O[s] => XXXG xyloglucan oligosaccharide[s] + D-galactopyranose[s]"	"ec-code/3.2.1.23"	"Botrytis_cinerea@Seq_200"	0	1000	NA	NA	""	"xyloglucan degradation II (exoglucanase)"	NA	NA	"pubmed/15541296"	2
"RXN-10657"	"cis-Delta7-tetradecenoyl-[acp]:NAD+ oxidoreductase"	"NADH[s] + H+[s] + Trans-D2-cis-D7-tetradecenoyl-ACPs[s] => Cis-Delta7-tetradecenoyl-ACPs[s] + NAD+[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"	NA	NA	""	2
